uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	HI	OE	new_oe	drlps_drivers	drpls_clients	dr_all_phase_sep
P32915	0.41	0	499	SEC61 YLR378C L3502.5	NA	NA	NA	NA	NA	NA	NA
P32916	30.91	19.64	55.2	SRP101 YDR292C D9819.3	NA	NA	NA	NA	NA	NA	NA
P32917	51.58	29.98	18.3	STE5 NUL3 YDR103W YD8557.12	NA	NA	NA	NA	NA	NA	1
P32939	10.57	0.48	95.4	YPT7 VAM4 YML001W YM8270.02	NA	NA	NA	NA	NA	NA	NA
P32943	25.26	17.89	1.78	CLB6 YGR109C G5970	NA	NA	NA	NA	NA	NA	NA
P32944	60.68	47.25	13.3	SWE1 YJL187C J0406	NA	NA	NA	NA	NA	NA	NA
P32945	44.62	27.5	3.98	PPQ1 SAL6 YPL179W	YPL179W	NA	1	NA	NA	NA	NA
P33122	75.25	51.54	5.53	TYE7 SGC1 YOR344C O6233	NA	NA	NA	NA	NA	NA	NA
P33199	6.15	6.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33200	27.15	9.42	2.36	PDR3 YBL005W YBL0323	NA	NA	NA	NA	NA	NA	NA
P33201	7.2	7.2	466	MRT4 YKL009W YKL160	YKL009W	1	NA	NA	NA	1	1
P33202	27.57	14.02	77.9	UFD4 YKL010C YKL162	NA	NA	NA	NA	NA	NA	NA
P33203	29.84	14.06	5.05	PRP40 YKL012W YKL165	NA	NA	NA	NA	NA	NA	NA
P33204	1.16	5.26	93.6	ARC19 YKL013C YKL166	NA	NA	NA	NA	NA	NA	NA
P33296	26.8	28	16.4	UBC6 DOA2 YER100W	NA	NA	NA	NA	NA	NA	NA
P33297	7.14	18.2	82.1	RPT5 YTA1 YOR117W O3258 YOR3258W	NA	NA	NA	NA	NA	1	1
P33298	11.44	3.5	45	RPT3 YNT1 YTA2 YDR394W D9509.14	YDR394W	1	NA	NA	NA	NA	NA
P33299	10.92	36.61	158	RPT1 CIM5 YTA3 YKL145W	NA	NA	NA	NA	NA	NA	NA
P33300	28.27	0	16.7	SUR1 BCL21 CSG1 LPE15 YPL057C	NA	NA	NA	NA	NA	NA	NA
P33301	58.78	43.09	4.4	XRS2 YDR369C D9481.13	NA	NA	NA	NA	NA	NA	NA
P33302	13.5	7.87	477	PDR5 LEM1 STS1 YDR1 YOR153W	NA	NA	NA	NA	NA	NA	NA
P33303	4.03	2.48	15.6	SFC1 ACR1 YJR095W J1921	YJR095W	NA	1	NA	NA	NA	NA
P33304	67.9	37.25	1.54	AFR1 YDR085C D4471	NA	NA	NA	NA	NA	NA	NA
P33306	92.94	89.42	2.27	BCK2 CTR7 YER167W	NA	NA	NA	NA	NA	NA	NA
P33307	1.56	0.1	467	CSE1 YGL238W HRC135	NA	NA	NA	NA	NA	NA	NA
P33308	25.5	48.99	13.4	CSE2 MED9 YNR010W N2046	NA	NA	NA	NA	NA	NA	NA
P33309	2.33	1.29	84.5	DOM34 YNL001W N2016	NA	NA	NA	NA	NA	1	1
P33310	17.84	1	20.4	MDL1 YLR188W L9470.3	NA	NA	NA	NA	NA	NA	NA
P33311	25.22	12.67	40.8	MDL2 SSH1 YPL270W	NA	NA	NA	NA	NA	NA	NA
P33312	0	8.19	2.62	RIB7 YBR153W YBR1203	NA	NA	NA	NA	NA	NA	NA
P33313	9.35	17.14	74.4	CNS1 YBR155W YBR1205	NA	NA	NA	NA	NA	NA	NA
P33314	29.43	10.32	21.6	BUD2 CLA2 ERC25 YKL092C YKL424	NA	NA	NA	NA	NA	NA	NA
P33315	0.58	6.6	11.5	TKL2 YBR117C YBR0912	NA	NA	NA	NA	NA	NA	NA
P33317	10.88	5.44	61.6	DUT1 YBR252W YBR1705	NA	NA	NA	NA	NA	NA	NA
P33322	26.91	25.67	444	CBF5 YLR175W L9470.11	NA	NA	NA	NA	NA	1	1
P33323	4.39	1.09	1.49	REC104 YHR157W	NA	NA	NA	NA	NA	NA	NA
P33324	7.09	4.83	31.4	YKL091C	NA	NA	NA	NA	NA	NA	NA
P33327	5.67	0.73	186	GDH2 YDL215C D0892	NA	NA	NA	NA	NA	NA	NA
P33328	31.3	23.47	32.9	SNC2 YOR327C	NA	NA	NA	NA	NA	NA	NA
P33329	57.74	55.21	5.2	PPZ2 YDR436W D9461.22	NA	NA	NA	NA	NA	NA	NA
P33330	1.77	5.06	381	SER1 SERC YOR184W	NA	NA	NA	NA	NA	NA	NA
P33331	0.8	0.8	55.7	NTF2 YER009W	YER009W	NA	1	NA	NA	NA	NA
P33332	43.33	34.8	16.1	SEC3 PSL1 YER008C	NA	NA	NA	NA	NA	NA	NA
P33333	27.39	9.9	175	SLC1 YDL052C	NA	NA	NA	NA	NA	NA	NA
P33334	14.09	8.74	14.9	PRP8 DBF3 DNA39 RNA8 SLT21 USA2 YHR165C	NA	NA	NA	NA	NA	NA	NA
P33335	6.26	0.18	3.86	SGE1 NOR1 YPR198W P9677.3	NA	NA	NA	NA	NA	NA	NA
P33336	30.6	32.94	6.54	SKN1 YGR143W	NA	NA	NA	NA	NA	NA	NA
P33338	28.71	26.44	371	SLA2 END4 MOP2 UFG1 YNL243W N1102	NA	NA	NA	NA	NA	NA	NA
P33339	17.56	12.68	10.4	TFC4 PCF1 YGR047C	NA	NA	NA	NA	NA	NA	NA
P33399	27.27	25.81	70.6	LHP1 LAH1 YLA1 YDL051W	YDL051W	NA	1	NA	NA	1	1
P33400	78.4	41.44	18.4	RIM101 RIM1 YHL027W	NA	NA	NA	NA	NA	NA	NA
P33401	0.7	4.91	147	PGM1 YKL127W	NA	NA	NA	NA	NA	NA	NA
P33411	15.13	24.3	1.73	PRP18 YGR006W	NA	NA	NA	NA	NA	NA	NA
P33412	2.47	4.02	51.9	ECT1 MUQ1 YGR007W G3856	NA	NA	NA	NA	NA	NA	NA
P33413	18.23	2.31	2.15	DUR3 YHL016C	NA	NA	NA	NA	NA	NA	NA
P33416	6.53	5.91	270	HSP78 YDR258C YD9320A.08C	NA	NA	NA	NA	NA	NA	NA
P33417	79.22	84.08	40.1	IXR1 ORD1 YKL032C YKL245	NA	NA	NA	NA	NA	NA	NA
P33418	7.63	0.45	41.5	LOS1 YKL205W	YKL205W	NA	1	NA	NA	1	1
P33419	7.9	66.4	5.95	SPC29 LPH3 NIP29 YPL124W LPH3W	YPL124W	NA	1	NA	NA	1	1
P33420	31.79	2.18	3.2	NIP100 NIP80 YPL174C	NA	NA	NA	NA	NA	1	1
P33421	36.36	0	13.9	SDH3 CYB3 YKL141W YKL4	NA	NA	NA	NA	NA	NA	NA
P33441	39.28	38.26	78	MFT1 YML062C	NA	NA	NA	NA	NA	NA	1
P33442	11.76	8.23	1739	RPS1A PLC1 RPS10A YLR441C L9753.9	YLR441C	1	NA	NA	NA	NA	NA
P33448	29.5	3.27	10.8	TOM6 ISP6 YOR045W	NA	NA	NA	NA	NA	NA	NA
P33550	18.82	0.94	1.25	KTR2 YKR061W	NA	NA	NA	NA	NA	NA	NA
P33734	3.44	2.17	319	HIS7 YBR248C YBR1640	NA	NA	NA	NA	NA	NA	NA
P33748	90.9	82.95	11.9	MSN2 YMR037C YM9532.02C	YMR037C	NA	1	NA	NA	NA	NA
P33749	80.31	72.38	3.12	MSN4 YKL062W	YKL062W	NA	1	NA	NA	NA	NA
P33750	6.74	26.99	117	SOF1 YLL011W L1339	NA	NA	NA	NA	NA	1	1
P33751	21.9	1.23	19.3	PAD1 POF1 YDR538W	NA	NA	NA	NA	NA	NA	NA
P33753	13.14	12.05	33.2	TRM2 NUC2 NUD1 RNC1 YKR056W	NA	NA	NA	NA	NA	NA	NA
P33754	13.1	0	222	SEC66 HSS1 SEC71 YBR171W YBR1232	NA	NA	NA	NA	NA	NA	NA
P33755	5.68	3.62	54.5	NPL4 HRD4 YBR170C YBR1231	NA	NA	NA	NA	NA	NA	NA
P33757	14.72	1.14	2.47	SPO23 YBR250W YBR1702	YBR250W	NA	1	NA	NA	NA	NA
P33759	13.02	10.09	93.8	MRPS5 YBR251W YBR1704	NA	NA	NA	NA	NA	NA	NA
P33760	21.16	0.67	20.4	PEX6 PAS8 YNL329C N0310	NA	NA	NA	NA	NA	NA	NA
P33767	7.67	0.23	177	WBP1 YEL002C	NA	NA	NA	NA	NA	NA	NA
P33775	11.62	5.63	351	PMT1 YDL095W D2390	NA	NA	NA	NA	NA	NA	NA
P33890	56.57	23.5	0.168	TIR2 SRP2 YOR010C O2553 UND251	NA	NA	NA	NA	NA	NA	NA
P33891	4.42	1.85	61.3	TIP20 TIP1 YGL145W	NA	NA	NA	NA	NA	NA	NA
P33892	12.42	0.48	281	GCN1 YGL195W G1318	NA	NA	NA	NA	NA	1	1
P33893	3.69	0.92	11.6	PET112 YBL080C YBL0724	NA	NA	NA	NA	NA	NA	NA
P33894	13.64	8.48	1.95	STE13 YCI1 YOR219C YOR50-9	NA	NA	NA	NA	NA	NA	NA
P33895	1.77	4.43	17.4	NUF2 YOL069W	NA	NA	NA	NA	NA	1	1
P34072	65.92	81.84	10.2	MKS1 LYS80 YNL076W N2344 N2347	YNL076W	NA	1	NA	NA	NA	NA
P34077	10.36	4.52	196	NIC96 YFR002W	YFR002W	1	1	1	NA	NA	NA
P34078	56.15	62.85	39.1	LTV1 YKL143W YKL2	NA	NA	NA	NA	NA	NA	NA
P34087	0	0	107	RPB7 YDR404C D9509.22	YDR404C	1	NA	1	NA	1	1
P34110	15.04	1.8	44.7	VPS35 VPT7 YJL154C J0580	NA	NA	NA	NA	NA	NA	NA
P34111	28.1	9.91	7.58	TFC3 TSV115 YAL001C FUN24	NA	NA	NA	NA	NA	NA	NA
P34160	14.63	1.5	137	STO1 CBC1 CBP80 GCR3 SUT1 YMR125W YM8564.07 YM9553.01	NA	NA	NA	NA	NA	NA	1
P34161	84.67	84.67	8.45	YOX1 YML027W	YML027W	NA	1	NA	NA	NA	NA
P34162	0.47	0.95	13.6	SRB2 HRS2 MED20 YHR041C	NA	NA	NA	NA	NA	NA	NA
P34163	24.45	15.87	17	TGL1 YKL140W YKL5	NA	NA	NA	NA	NA	NA	NA
P34164	56.38	60.72	7.55	SIP2 SPM2 YGL208W G1155	NA	NA	NA	NA	NA	NA	NA
P34165	36.11	41.66	255	MFA1 YDR461W D8035.5	NA	NA	NA	NA	NA	NA	NA
P34166	39.47	44.73	1.23	MFA2 YNL145W N1204 N1787	NA	NA	NA	NA	NA	NA	NA
P34167	71.33	77.06	454	TIF3 STM1 TIF42 YPR163C P9325.6	NA	NA	NA	NA	NA	NA	1
P34215	0	0	1.74	YBR144C YBR1121	NA	NA	NA	NA	NA	NA	NA
P34216	79.36	69.29	182	EDE1 BUD15 YBL047C YBL0501 YBL0520	NA	NA	NA	NA	NA	1	1
P34217	78.89	69.61	49	PIN4 MDT1 YBL051C YBL0506 YBL0516	NA	NA	NA	NA	NA	NA	NA
P34218	57.64	26.95	4.94	SAS3 YBL052C YBL0507 YBL0515	NA	NA	NA	NA	NA	NA	NA
P34219	75.04	80.95	10.4	TOD6 PBF1 YBL054W YBL0509 YBL0513	NA	NA	NA	NA	NA	NA	NA
P34220	12.44	1.67	43	YBL055C YBL0511 YBL0512	NA	NA	NA	NA	NA	NA	NA
P34221	30.76	21.36	191	PTC3 YBL056W YBL0511 YBL0513	NA	NA	NA	NA	NA	NA	NA
P34222	31.73	21.15	23	PTH2 YBL057C YBL0510 YBL0514	NA	NA	NA	NA	NA	NA	NA
P34223	43.97	68.55	105	SHP1 UBX1 YBL058W YBL0509 YBL0515	NA	NA	NA	NA	NA	NA	NA
P34224	2.59	0	8.17	YBL059W YBL0508 YBL0516	YBL059W	NA	1	NA	NA	NA	NA
P34225	46.28	14.11	2.05	YEL1 YBL060W YBL0507 YBL0517	NA	NA	NA	NA	NA	NA	NA
P34226	45.83	44.25	37.5	SKT5 CAL2 CHS4 CSD4 YBL061C YBL0506 YBL0519	NA	NA	NA	NA	NA	NA	NA
P34227	14.17	0.38	85.8	PRX1 YBL064C YBL0503 YBL0524	NA	NA	NA	NA	NA	NA	NA
P34228	48.43	47.38	2.25	SEF1 YBL066C YBL0501 YBL0526	NA	NA	NA	NA	NA	NA	NA
P34230	26.96	15.59	2.5	PXA2 PAT1 YKL188C YKL741	NA	NA	NA	NA	NA	NA	NA
P34231	22.53	9.73	3.05	YKL187C	NA	NA	NA	NA	NA	NA	NA
P34232	15.76	17.93	48.1	MTR2 YKL186C	NA	NA	NA	NA	NA	NA	NA
P34233	59.86	53.23	15.1	ASH1 YKL185W	NA	NA	NA	NA	NA	NA	1
P34234	27.45	25.49	49.2	LOT5 YKL183W	YKL183W	NA	1	NA	NA	NA	NA
P34237	36.52	42.7	46.2	COY1 YKL179C	YKL179C	NA	1	NA	NA	NA	NA
P34238	1.78	0	1.49	YKL177W	NA	NA	NA	NA	NA	NA	NA
P34239	37.8	20.65	3.25	LST4 YKL176C YKL642	NA	NA	NA	NA	NA	NA	NA
P34240	45.72	29.02	0.815	ZRT3 YKL175W YKL640	NA	NA	NA	NA	NA	NA	NA
P34241	13.94	1.81	76.5	URB1 NPA1 YKL014C	NA	NA	NA	NA	NA	1	1
P34243	5.27	3.22	10.2	HCS1 DIP1 YKL017C	NA	NA	NA	NA	NA	NA	NA
P34244	71.67	58.69	6.15	HSL1 YKL101W YKL453	YKL101W	NA	1	NA	NA	NA	NA
P34245	1.47	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34246	7	10.36	1.85	MTC2 YKL098W YKL448	NA	NA	NA	NA	NA	NA	NA
P34247	24.8	68.4	12.5	UTP11 YKL099C YKL449	NA	NA	NA	NA	NA	NA	NA
P34248	26.4	5.45	12.8	YKL100C YKL450	NA	NA	NA	NA	NA	NA	NA
P34249	10.89	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34250	96.02	89.39	6.9	SEG2 YKL105C YKL459	NA	NA	NA	NA	NA	NA	NA
P34251	5.82	3.88	1.58	YKL107W YKL462	YKL107W	NA	1	NA	NA	NA	NA
P34252	85.87	66.88	6.47	SLD2 DRC1 YKL108W YKL463	NA	NA	NA	NA	NA	NA	NA
P34253	6.07	5.43	46.4	KTI12 YKL110C YKL446 YKL500	NA	NA	NA	NA	NA	NA	NA
P34730	13.55	24.9	1005	BMH2 YDR099W YD8557.08	NA	NA	NA	NA	NA	NA	NA
P34756	60.79	43.45	4.04	FAB1 SVL7 YFR019W	NA	NA	NA	NA	NA	1	1
P34758	85.43	78.32	17.4	SCD5 FTB1 YOR329C	YOR329C	NA	1	NA	NA	NA	NA
P34760	1.53	0	4440	TSA1 TPX1 TSA ZRG14 YML028W	NA	NA	NA	NA	NA	1	1
P34761	73.82	67.77	83.6	WHI3 YNL197C N1382	NA	NA	NA	NA	1	NA	1
P34909	63.88	46.84	78.2	MOT2 CCL1 NOT4 SIG1 SSF1 YER068W	NA	NA	NA	NA	NA	1	1
P35056	38.23	40.52	20.6	PEX5 PAS10 YDR244W YD8419.11	YDR244W	NA	1	NA	NA	NA	NA
P35127	1.27	5.5	7.03	YUH1 YJR099W J1941	NA	NA	NA	NA	NA	NA	NA
P35169	12.22	2.14	11.8	TOR1 DRR1 YJR066W J1803	NA	NA	NA	NA	NA	NA	1
P35172	13.46	12.17	20.3	NTH2 YBR001C YBR0106	NA	NA	NA	NA	NA	NA	NA
P35176	21.77	14.66	40.6	CPR5 CYP5 CYPD YDR304C D9740.14	YDR304C	NA	1	NA	NA	NA	NA
P35177	63.88	40.01	36.1	SPT7 YBR081C YBR0739	NA	NA	NA	NA	NA	NA	NA
P35178	10.79	15.46	95.8	RRP1 YDR087C D4478	NA	NA	NA	NA	NA	1	1
P35179	17.5	13.75	70.7	SSS1 YDR086C D4475	NA	NA	NA	NA	NA	NA	NA
P35180	24.04	28.96	109	TOM20 MAS20 MOM19 YGR082W	NA	NA	NA	NA	NA	NA	NA
P35181	7.69	0	44.4	APS1 YAP19 YLR170C L9470.16	NA	NA	NA	NA	NA	NA	NA
P35182	4.98	1.77	13.2	PTC1 TPD1 YDL006W D2925	NA	NA	NA	NA	NA	NA	NA
P35183	7.92	0.93	22.5	AST1 YBL069W YBL06.04 YBL0617	NA	NA	NA	NA	NA	NA	NA
P35184	11.6	13.68	237	SQT1 YIR012W YIB12W	NA	NA	NA	NA	NA	NA	NA
P35187	57.01	45.88	1.98	SGS1 TPS1 YMR190C YM9646.02C	YMR190C	NA	1	NA	NA	NA	NA
P35189	15.57	27.45	76.1	TAF14 ANC1 CST10 SWP29 TAF30 TFG3 YPL129W	NA	NA	NA	NA	NA	NA	NA
P35190	63.27	17.92	1.83	CLG1 YGL215W G1105	NA	NA	NA	NA	NA	NA	NA
P35191	28.57	16.63	142	MDJ1 YFL016C	YFL016C	NA	1	NA	NA	NA	NA
P35192	53.95	35.01	102	MAC1 CUA1 YMR021C YM9711.11C	NA	NA	NA	NA	NA	NA	NA
P35193	20.48	21.2	10.5	ATG19 CVT19 YOL082W O0980 YOL01	NA	NA	NA	NA	NA	NA	NA
P35194	16.28	1.84	41	UTP20 YBL004W YBL0101	NA	NA	NA	NA	NA	1	1
P35195	0.96	5.76	29.5	ECM15 YBL001C YBL0105	NA	NA	NA	NA	NA	NA	NA
P35196	14.33	2.44	102	RER2 YBR002C YBR0107	NA	NA	NA	NA	NA	NA	NA
P35197	43.18	54.82	170	GCS1 YDL226C	YDL226C	NA	1	NA	NA	NA	NA
P35198	40.64	38.56	11.9	MTH1 YDR277C D9954.12	NA	NA	NA	NA	NA	1	1
P35200	6.95	0.86	31.4	UPS2 AIM30 GEP1 MSF1 YLR168C L9470.15	NA	NA	NA	NA	NA	NA	NA
P35201	65.57	58.83	6.18	MIF2 YKL089W	NA	NA	NA	NA	NA	NA	NA
P35202	7.21	0	31.3	THI80 YOR143C YOR3373C	NA	NA	NA	NA	NA	NA	NA
P35203	8.57	8.36	0.072	CTF13 CBF3C YMR094W YM6543.01 YM9582.19	NA	NA	NA	NA	NA	NA	NA
P35206	12.43	5.85	56.6	CSG2 CLS2 YBR036C YBR0404	NA	NA	NA	NA	NA	NA	NA
P35207	21.75	19.73	79.6	SKI2 YLR398C L8084.17	NA	NA	NA	NA	NA	1	1
P35208	42.65	42.18	12.6	SPT10 CRE1 SUD1 YJL127C J0702	YJL127C	NA	1	NA	NA	NA	NA
P35209	83.24	69.65	2.46	SPT21 YMR179W YM8010.09	YMR179W	NA	1	NA	NA	NA	NA
P35210	54.8	27.72	4.07	SPT23 YKL020C	YKL020C	NA	1	NA	NA	NA	NA
P35497	1.12	1.12	1.57	SOR1 SDH1 YJR159W J2395	YJR159W	NA	1	NA	NA	NA	NA
P35688	27.43	7.17	6.3	LRG1 YDL240W	NA	NA	NA	NA	NA	NA	NA
P35691	2.39	11.97	1310	TMA19 MMI1 YKL056C YKL312	NA	NA	NA	NA	NA	1	1
P35718	10.37	14.15	8.71	RPC25 YKL144C UNF1 YKL1	NA	NA	NA	NA	NA	NA	NA
P35719	6.39	2.28	149	MRP8 YKL142W YKL3	NA	NA	NA	NA	NA	1	1
P35723	22.81	18.44	169	YET1 YKL065C YKL331	NA	NA	NA	NA	NA	NA	NA
P35724	57.48	50.15	10.9	MNR2 YKL064W	NA	NA	NA	NA	NA	NA	NA
P35725	41.31	70.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35727	10.61	7.07	20.7	BLI1 YKL061W YKL321	NA	NA	NA	NA	NA	NA	NA
P35728	32.65	55.32	19.6	MPE1 YKL059C YKL316	YKL059C	NA	1	NA	NA	NA	NA
P35729	9.35	1.73	27.8	NUP120 RAT2 YKL057C YKL313 YKL314	YKL057C	1	NA	1	NA	NA	NA
P35731	1.79	1.07	17.7	OAR1 YKL055C	NA	NA	NA	NA	NA	NA	NA
P35732	93.76	82.65	468	DEF1 RIP1 VID31 YKL054C YKL308	YKL054C	1	NA	NA	NA	NA	NA
P35733	2.41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35734	73.63	74.31	39	ASK1 YKL052C YKL306	NA	NA	NA	NA	NA	NA	NA
P35735	17.28	0	37.1	SFK1 YKL051W YKL303	NA	NA	NA	NA	NA	NA	NA
P35736	80.69	53.47	8.6	YKL050C YKL263 YKL301	NA	NA	NA	NA	NA	NA	NA
P35817	53.49	54.51	164	BDF1 YLR399C L8084.18	NA	NA	NA	NA	NA	NA	NA
P35842	6.85	0.21	316	PHO11 YAR071W	NA	NA	NA	NA	NA	NA	NA
P35843	3.68	10.59	12.9	HES1 OSH5 YOR237W O5234	NA	NA	NA	NA	NA	NA	NA
P35844	4.14	5.06	589	KES1 OSH4 YPL145C LPI3C P2614	YPL145C	NA	1	NA	NA	1	1
P35845	31.56	29.46	36.2	SWH1 OSH1 YAR042W YAR044W	NA	NA	NA	NA	NA	NA	1
P35994	27.64	0	1.39	PAU16 YKL224C	NA	NA	NA	NA	NA	NA	NA
P35995	24.96	9.21	1.78	YKL222C	NA	NA	NA	NA	NA	NA	NA
P35996	0	1.44	37.2	MRPL38 MRPL34 YKL170W YKL634	NA	NA	NA	NA	NA	NA	NA
P35997	1.21	3.65	707	RPS27A YKL156W	NA	NA	NA	NA	NA	NA	NA
P35999	8.03	0	28.4	OCT1 MIP1 YKL134C	NA	NA	NA	NA	NA	NA	NA
P36000	19.83	5.23	68	APL2 YKL135C	NA	NA	NA	NA	NA	NA	NA
P36001	0.23	0.69	2.19	RMA1 YKL132C	NA	NA	NA	NA	NA	NA	NA
P36002	48.18	33.53	4.08	PTK1 POT1 STK1 YKL198C YKL199C	NA	NA	NA	NA	NA	NA	NA
P36003	50.21	38.57	2.38	NNK1 YKL171W YKL635	YKL171W	NA	1	NA	NA	NA	NA
P36004	55.38	41.29	9.03	KKQ8 YKL168C YKL632	NA	NA	NA	NA	NA	NA	NA
P36005	16.39	0.69	4.34	KDX1 MLP1 YKL161C YKL615	NA	NA	NA	NA	NA	NA	NA
P36006	25.23	27.67	39.9	MYO3 YKL129C	NA	NA	NA	NA	NA	NA	NA
P36007	0.92	1.53	4.84	SRY1 YKL218C	NA	NA	NA	NA	NA	NA	NA
P36008	6.79	8.98	2602	TEF4 EFC1 YKL081W	NA	NA	NA	NA	NA	1	1
P36009	9.79	8.97	10.2	DHR2 YKL078W YKL408	NA	NA	NA	NA	NA	NA	NA
P36010	1.96	0	178	YNK1 NDK1 YNK YKL067W YKL333	NA	NA	NA	NA	NA	1	1
P36012	41.48	45.85	14.5	CSE4 CSL2 YKL049C YKL262	YKL049C	NA	1	NA	NA	NA	NA
P36013	14.34	15.69	198	MAE1 YKL029C	NA	NA	NA	NA	NA	1	1
P36014	2.99	0.59	3.41	GPX1 YKL026C	NA	NA	NA	NA	NA	NA	NA
P36015	0	0	88.7	YKT6 YKL196C	NA	NA	NA	NA	NA	NA	NA
P36016	17.25	7.6	42.8	LHS1 YKL073W YKL355	NA	NA	NA	NA	NA	NA	NA
P36017	17.61	16.66	144	VPS21 VPS12 VPT12 YPT21 YPT51 YOR089C YOR3154C	NA	NA	NA	NA	NA	NA	NA
P36018	18.8	25.21	212	YPT52 YKR014C YK112	NA	NA	NA	NA	NA	NA	NA
P36019	20	20	8.65	YPT53 YNL093W N2223	NA	NA	NA	NA	NA	NA	NA
P36022	11.14	0.9	7.91	DYN1 DHC1 YKR054C	NA	NA	NA	NA	NA	1	1
P36023	18.88	6.14	3.14	OAF3 YKR064W	NA	NA	NA	NA	NA	NA	NA
P36024	63.52	64.59	63.9	SIS2 HAL3 YKR072C	NA	NA	NA	NA	NA	NA	NA
P36025	32.83	11.19	20.6	YOR062C YOR29-13	YOR062C	NA	1	NA	NA	NA	NA
P36026	33.19	13.11	1.4	UBP11 YKR098C	YKR098C	NA	1	NA	NA	NA	NA
P36027	68.61	25.79	71.9	MID2 KAI1 SMS1 YLR332W L8543.19	NA	NA	NA	NA	NA	NA	NA
P36029	21.19	8.09	2.68	TPO5 YKL174C YKL639	NA	NA	NA	NA	NA	NA	NA
P36030	3.47	0	1.31	YKL225W	NA	NA	NA	NA	NA	NA	NA
P36031	0.9	0	0.023	YKL223W	NA	NA	NA	NA	NA	NA	NA
P36032	14.79	1.9	1.43	MCH2 YKL221W	NA	NA	NA	NA	NA	NA	NA
P36033	8.43	2.67	1.37	FRE2 YKL220C	NA	NA	NA	NA	NA	NA	NA
P36034	10.31	0.49	1.71	COS9 YKL219W	NA	NA	NA	NA	NA	NA	NA
P36035	20.94	13.14	2.11	JEN1 YKL217W	YKL217W	NA	1	NA	NA	NA	NA
P36036	48.76	59.6	25.3	YRA2 YKL214C	NA	NA	NA	NA	NA	NA	NA
P36037	2.51	2.93	131	DOA1 UFD3 ZZZ4 YKL213C	NA	NA	NA	NA	NA	NA	NA
P36038	7.01	1.47	1.86	CBT1 SOC1 YKL208W	NA	NA	NA	NA	NA	NA	NA
P36039	11.46	11.85	11.4	EMC3 AIM27 YKL207W	NA	NA	NA	NA	NA	NA	NA
P36040	2.99	0	31.9	ADD66 PBA2 POC2 YKL206C	NA	NA	NA	NA	NA	NA	NA
P36041	88.44	87.5	111	EAP1 YKL204W	NA	NA	NA	NA	NA	1	1
P36042	90.67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36044	33.27	13.49	1.87	MNN4 YKL201C YKL200C	NA	NA	NA	NA	NA	NA	NA
P36046	70.71	79.15	113	MIA40 TIM40 YKL195W	YKL195W	NA	1	NA	NA	NA	NA
P36047	8.87	5.32	71.2	SDS22 EGP1 YKL193C	NA	NA	NA	NA	NA	NA	NA
P36048	12.3	11.11	15.8	SNU114 GIN10 YKL173W YKL637	NA	NA	NA	NA	NA	NA	NA
P36049	69.08	86.18	49.8	EBP2 YKL172W YKL636	NA	NA	NA	NA	NA	1	1
P36050	0.78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36051	3.15	0.43	14.6	MCD4 FSR2 SSU21 ZRG16 YKL165C YKL619	NA	NA	NA	NA	NA	NA	NA
P36052	4.72	2.98	9.52	YKL162C YKL616	NA	NA	NA	NA	NA	NA	NA
P36053	53.1	57.93	70.4	ELF1 YKL160W YKL614	NA	NA	NA	NA	NA	NA	NA
P36054	16.11	43.12	5.7	RCN1 DSCR1L YKL159C YKL613	NA	NA	NA	NA	NA	NA	NA
P36056	33.59	15.76	30.1	RSM22 YKL155C YKL610	NA	NA	NA	NA	NA	NA	NA
P36057	22.13	0	107	SRP102 YKL154W YKL609	YKL154W	NA	1	NA	NA	NA	NA
P36058	4.14	0	1.42	YKL153W YKL608	NA	NA	NA	NA	NA	NA	NA
P36059	6.52	6.52	48.1	NNR2 YKL151C YKL606	NA	NA	NA	NA	NA	NA	NA
P36060	14.56	3.64	174	MCR1 YKL150W YKL605	NA	NA	NA	NA	NA	NA	NA
P36061	0.97	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36062	30.78	34.97	8.93	AVT3 YKL146W YKL600	YKL146W	NA	1	NA	NA	NA	NA
P36064	18.01	10.81	8.74	CMC1 YKL137W	NA	NA	NA	NA	NA	NA	NA
P36065	3.03	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36066	18.35	0.43	4.84	YKL133C	YKL133C	NA	1	NA	NA	NA	NA
P36067	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36068	3.65	0	96	SHE2 YKL130C	NA	NA	NA	NA	NA	NA	NA
P36069	2.03	1.01	47.8	PMU1 YKL128C	NA	NA	NA	NA	NA	NA	NA
P36070	24.56	16.74	1.38	RRN3 YKL125W	NA	NA	NA	NA	NA	1	1
P36071	1.58	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36072	3.88	0	0.077	YKL118W	YKL118W	NA	1	NA	NA	NA	NA
P36073	1.53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
