"uniprot_id"	"disopred_percent_bin"	"iupred_percent_bin"
"5178"	"Q969V5"	"mid"	"low"
"5179"	"Q9Y5H5"	"mid"	"mid"
"5180"	"Q8NEY1"	"high"	"high"
"5181"	"Q8WX94"	"low"	"low"
"5182"	"Q3BBV2"	"high"	"high"
"5183"	"P13349"	"high"	"mid"
"5184"	"P22033"	"low"	"low"
"5185"	"Q9BSH3"	"low"	"low"
"5186"	"Q9H2Z4"	"high"	"high"
"5187"	"O76050"	"mid"	"mid"
"5188"	"P78367"	"high"	"high"
"5189"	"Q9NQX5"	"high"	"high"
"5190"	"Q86WI3"	"mid"	"low"
"5191"	"Q8WWR8"	"low"	"mid"
"5192"	"Q7L592"	"low"	"low"
"5193"	"Q5VXU1"	"low"	"low"
"5194"	"Q92832"	"low"	"low"
"5195"	"Q12986"	"high"	"high"
"5196"	"Q12857"	"high"	"high"
"5197"	"Q9ULX3"	"mid"	"high"
"5198"	"Q8WTW4"	"low"	"low"
"5199"	"Q5VVY1"	"low"	"low"
"5200"	"P35658"	"high"	"high"
"5201"	"Q9GZY6"	"high"	"high"
"5202"	"P85299"	"high"	"high"
"5203"	"Q9ULB1"	"mid"	"mid"
"5204"	"O43847"	"mid"	"mid"
"5205"	"Q8NGE2"	"low"	"low"
"5206"	"Q9H2C5"	"low"	"low"
"5207"	"Q9H0X9"	"high"	"high"
"5208"	"Q5VZ03"	"low"	"low"
"5209"	"Q8N323"	"low"	"low"
"5210"	"Q9GZU2"	"mid"	"high"
"5211"	"Q99959"	"high"	"high"
"5212"	"P48147"	"low"	"low"
"5213"	"P81277"	"high"	"mid"
"5214"	"Q96GX1"	"mid"	"low"
"5215"	"Q5HYJ1"	"low"	"low"
"5216"	"Q9NS62"	"high"	"high"
"5217"	"Q9NVV9"	"mid"	"mid"
"5218"	"Q9UGU0"	"high"	"high"
"5219"	"O95988"	"low"	"low"
"5220"	"Q99593"	"high"	"high"
"5221"	"Q969P6"	"mid"	"mid"
"5222"	"P17987"	"low"	"low"
"5223"	"Q9UI30"	"low"	"mid"
"5224"	"Q6P7N7"	"mid"	"low"
"5225"	"O14817"	"low"	"low"
"5226"	"Q5TAA0"	"low"	"low"
"5227"	"O14907"	"low"	"mid"
"5228"	"Q8WVJ9"	"high"	"high"
"5229"	"Q8IWF7"	"low"	"low"
"5230"	"O15240"	"high"	"high"
"5231"	"O95859"	"mid"	"low"
"5232"	"Q9H1C4"	"mid"	"mid"
"5233"	"Q712K3"	"mid"	"mid"
"5234"	"Q8N427"	"low"	"mid"
"5235"	"Q7Z3V4"	"low"	"low"
"5236"	"Q14CS0"	"high"	"high"
"5237"	"Q6UXI7"	"mid"	"mid"
"5238"	"Q52LC2"	"low"	"low"
"5239"	"Q9Y3A2"	"mid"	"mid"
"5240"	"O95183"	"mid"	"mid"
"5241"	"Q8N8Y2"	"low"	"low"
"5242"	"Q2TBF2"	"low"	"low"
"5243"	"Q9ULE0"	"high"	"high"
"5244"	"Q93098"	"mid"	"mid"
"5245"	"Q9C0E2"	"low"	"low"
"5246"	"Q9P202"	"high"	"high"
"5247"	"O15537"	"low"	"low"
"5248"	"Q9Y3S1"	"high"	"high"
"5249"	"Q64LD2"	"high"	"high"
"5250"	"Q9BV38"	"low"	"mid"
"5251"	"O00534"	"low"	"mid"
"5252"	"P54219"	"mid"	"low"
"5253"	"O15498"	"low"	"mid"
"5254"	"Q8NEK5"	"low"	"low"
"5255"	"Q8N141"	"mid"	"low"
"5256"	"Q96MP5"	"mid"	"mid"
"5257"	"Q9Y2H8"	"mid"	"mid"
"5258"	"Q8IVC4"	"low"	"mid"
"5259"	"Q15431"	"high"	"high"
"5260"	"Q96SF7"	"high"	"high"
"5261"	"A6NM43"	"mid"	"mid"
"5262"	"P36402"	"high"	"high"
"5263"	"P16035"	"low"	"low"
"5264"	"P52655"	"high"	"high"
"5265"	"Q9BT92"	"low"	"high"
"5266"	"Q8IZW8"	"high"	"high"
"5267"	"P47974"	"high"	"high"
"5268"	"P82094"	"high"	"high"
"5269"	"O15164"	"high"	"high"
"5270"	"Q92547"	"high"	"high"
"5271"	"P20396"	"high"	"high"
"5272"	"O75069"	"high"	"high"
"5273"	"O95361"	"low"	"mid"
"5274"	"Q9NS68"	"high"	"mid"
"5275"	"Q14106"	"high"	"high"
"5276"	"P51580"	"low"	"low"
"5277"	"Q15629"	"mid"	"mid"
"5278"	"Q8IY95"	"mid"	"low"
"5279"	"C9JQI7"	"mid"	"low"
"5280"	"O94900"	"high"	"high"
"5281"	"Q6UWW9"	"low"	"low"
"5282"	"Q03169"	"mid"	"mid"
"5283"	"Q9Y6L7"	"low"	"mid"
"5284"	"Q9UK28"	"mid"	"mid"
"5285"	"Q96EY4"	"mid"	"high"
"5286"	"Q6ZP80"	"low"	"low"
"5287"	"A0A0B4J244"	"low"	"low"
"5288"	"A0A0B4J2E0"	NA	NA
"5289"	"Q9UBN4"	"mid"	"mid"
"5290"	"A0A0K0K1C0"	NA	NA
"5291"	"Q9NRR2"	"mid"	"low"
"5292"	"Q9UI38"	"high"	"mid"
"5293"	"Q96PP4"	"mid"	"high"
"5294"	"Q5VVX9"	"mid"	"mid"
"5295"	"Q99990"	"high"	"high"
"5296"	"P21796"	"low"	"low"
"5297"	"Q13336"	"low"	"low"
"5298"	"O94967"	"mid"	"high"
"5299"	"Q9Y2W2"	"high"	"high"
"5300"	"Q9GZL7"	"low"	"mid"
"5301"	"Q8N377"	"high"	"high"
"5302"	"P0CG23"	"high"	"high"
"5303"	"Q86YA3"	"high"	"mid"
"5304"	"P21754"	"mid"	"mid"
"5305"	"Q8N184"	"low"	"mid"
"5306"	"Q3ZCX4"	"low"	"mid"
"5307"	"Q86UQ0"	"mid"	"mid"
"5308"	"Q96S82"	"high"	"high"
"5309"	"P0DN76"	"mid"	"mid"
"5310"	"Q9UKP6"	"high"	"mid"
"5311"	"Q5W0Q7"	"high"	"high"
"5312"	"Q5T230"	"high"	"high"
"5313"	"P07911"	"low"	"low"
"5314"	"Q86Y38"	"high"	"high"
"5315"	"Q96AJ9"	"mid"	"high"
"5316"	"Q709C8"	"high"	"low"
"5317"	"Q9Y6I7"	"low"	"low"
"5318"	"O43592"	"low"	"low"
"5319"	"Q96IQ7"	"mid"	"mid"
"5320"	"Q8IV63"	"mid"	"high"
"5321"	"Q8TBZ3"	"mid"	"high"
"5322"	"Q5JTN6"	"low"	"low"
"5323"	"O96014"	"low"	"low"
"5324"	"Q9NRH1"	"high"	"low"
"5325"	"Q8N7P7"	"high"	"high"
"5326"	"P17030"	"low"	"mid"
"5327"	"P51523"	"low"	"mid"
"5328"	"Q9HCK0"	"high"	"mid"
"5329"	"Q96PM9"	"high"	"high"
"5330"	"Q05481"	"low"	"low"
"5331"	"Q9C0D7"	"high"	"high"
"5332"	"Q6PF04"	"low"	"mid"
"5333"	"Q96SK3"	"low"	"low"
"5334"	"Q5T1R4"	"high"	"high"
"5335"	"P0CG00"	"high"	"high"
"5336"	"A6NFI3"	"high"	"high"
"5337"	"Q6ZNH5"	"low"	"high"
"5338"	"Q6P2D0"	"low"	"mid"
"5339"	"Q9P255"	"low"	"low"
"5340"	"Q6S9Z5"	"high"	"high"
"5341"	"Q969W8"	"low"	"low"
"5342"	"A8MUK1"	"high"	"high"
"5343"	"Q6PHR2"	"mid"	"low"
"5344"	"Q9H320"	"high"	"high"
"5345"	"Q9NY84"	"low"	"low"
"5346"	"P56704"	"low"	"mid"
"5347"	"Q9H0D6"	"high"	"high"
"5348"	"O75436"	"low"	"mid"
"5349"	"Q9BTA9"	"high"	"high"
"5350"	"O14609"	"low"	"low"
"5351"	"A4D1P6"	"low"	"mid"
"5352"	"Q5GH73"	"mid"	"mid"
"5353"	"Q9HAV4"	"low"	"low"
"5354"	"Q8WTP9"	"high"	"high"
"5355"	"Q86XK7"	"high"	"high"
"5356"	"A8K0Z3"	"high"	"high"
"5357"	"Q9Y2T7"	"high"	"high"
"5358"	"Q6ZSV7"	"low"	"high"
"5359"	"A6NC05"	"low"	"mid"
"5360"	"Q969M3"	"high"	"mid"
"5361"	"Q9UHU1"	"low"	"low"
"5362"	"Q6ZVH6"	"low"	"mid"
"5363"	"Q16560"	"high"	"mid"
"5364"	"P40222"	"high"	"high"
"5365"	"Q16763"	"high"	"high"
"5366"	"Q7L8A9"	"mid"	"high"
"5367"	"Q8NBZ7"	"mid"	"mid"
"5368"	"Q9BXE9"	"low"	"low"
"5369"	"Q9NYS7"	"low"	"low"
"5370"	"P55060"	"low"	"low"
"5371"	"Q702N8"	"high"	"high"
"5372"	"Q5MNZ9"	"mid"	"mid"
"5373"	"B2RUY7"	"low"	"low"
"5374"	"Q3MJ13"	"mid"	"mid"
"5375"	"Q9NQW7"	"low"	"low"
"5376"	"P55808"	"high"	"high"
"5377"	"Q9UPY5"	"low"	"low"
"5378"	"Q3ZAQ7"	"mid"	"low"
"5379"	"Q8WWM1"	"high"	"high"
"5380"	"Q6P2C0"	"mid"	"mid"
"5381"	"Q9HC57"	"high"	"high"
"5382"	"Q8TAF3"	"low"	"mid"
"5383"	"O00401"	"high"	"high"
"5384"	"Q9Y6W5"	"high"	"high"
"5385"	"O75554"	"high"	"high"
"5386"	"Q8NI36"	"mid"	"low"
"5387"	"Q6ZQT0"	"high"	"low"
"5388"	"Q8TCW7"	"mid"	"mid"
"5389"	"Q8NHE4"	"mid"	"low"
"5390"	"A8MV65"	"high"	"high"
"5391"	"Q5SQQ9"	"high"	"high"
"5392"	"Q96JG6"	"mid"	"mid"
"5393"	"Q9UBH6"	"mid"	"low"
"5394"	"Q9UM01"	"low"	"low"
"5395"	"Q9HAA7"	"mid"	"high"
"5396"	"Q499Y3"	"high"	"mid"
"5397"	"Q8N8F6"	"high"	"mid"
"5398"	"Q6ZSN1"	"high"	"high"
"5399"	"Q6ZTI0"	"mid"	"high"
"5400"	"Q9Y330"	"high"	"mid"
"5401"	"P0CJ78"	"mid"	"high"
"5402"	"Q9H869"	"high"	"high"
"5403"	"Q8NAP3"	"high"	"high"
"5404"	"Q8NEW0"	"mid"	"mid"
"5405"	"Q5TFG8"	"high"	"high"
"5406"	"Q9BTK2"	"mid"	"high"
"5407"	"Q96GY0"	"high"	"high"
"5408"	"Q14966"	"high"	"high"
"5409"	"Q9Y3M9"	"mid"	"mid"
"5410"	"Q9P217"	"high"	"mid"
"5411"	"Q8N6M9"	"low"	"low"
"5412"	"Q9HCL3"	"low"	"low"
"5413"	"Q8N8C0"	"low"	"low"
"5414"	"Q9NU63"	"low"	"mid"
"5415"	"A7E2V4"	"high"	"high"
"5416"	"Q9H987"	"high"	"high"
"5417"	"Q9H489"	"high"	"high"
"5418"	"Q86VQ6"	"mid"	"mid"
"5419"	"Q96AE7"	"low"	"mid"
"5420"	"Q9UHD9"	"high"	"high"
"5421"	"P11684"	"mid"	"low"
"5422"	"P63120"	"low"	"low"
"5423"	"Q1RN00"	"mid"	"high"
"5424"	"Q0P140"	"low"	"mid"
"5425"	"A6NHJ4"	"low"	"mid"
"5426"	"P51814"	"mid"	"mid"
"5427"	"Q9H8X9"	"high"	"mid"
"5428"	"Q99592"	"high"	"high"
"5429"	"Q6ZMS4"	"low"	"mid"
"5430"	"Q6ZN79"	"mid"	"mid"
"5431"	"Q7Z570"	"high"	"high"
"5432"	"Q96H79"	"mid"	"mid"
"5433"	"Q9H091"	"mid"	"high"
"5434"	"Q6ZNG1"	"low"	"mid"
"5435"	"Q8IZM8"	"high"	"high"
"5436"	"Q5EBL2"	"mid"	"high"
"5437"	"Q96EF9"	"low"	"low"
"5438"	"P52742"	"mid"	"mid"
"5439"	"Q6ZPA2"	"low"	"high"
"5440"	"Q8IW36"	"low"	"low"
"5441"	"Q8NE65"	"mid"	"low"
"5442"	"Q53GI3"	"high"	"high"
"5443"	"Q86UP3"	"high"	"high"
"5444"	"Q8TBC5"	"high"	"high"
"5445"	"Q96HQ0"	"mid"	"mid"
"5446"	"Q8TB69"	"low"	"mid"
"5447"	"Q8TF32"	"low"	"low"
"5448"	"Q96JM2"	"high"	"high"
"5449"	"Q96K83"	"low"	"mid"
"5450"	"Q92618"	"high"	"high"
"5451"	"Q9H707"	"mid"	"mid"
"5452"	"Q76KX8"	"low"	"mid"
"5453"	"Q96SQ5"	"mid"	"mid"
"5454"	"A6NP11"	"low"	"low"
"5455"	"Q14694"	"high"	"high"
"5456"	"Q9NPD8"	"mid"	"high"
"5457"	"O60656"	"low"	"low"
"5458"	"Q9Y5T5"	"high"	"high"
"5459"	"P35504"	"low"	"low"
"5460"	"A0A0A6YYG3"	NA	NA
"5461"	"Q96RP3"	"high"	"high"
"5462"	"P55851"	"low"	"low"
"5463"	"Q969E3"	"high"	"high"
"5464"	"P25874"	"low"	"low"
"5465"	"Q8NFA0"	"high"	"mid"
"5466"	"P63313"	"high"	"high"
"5467"	"P09327"	"low"	"mid"
"5468"	"P19320"	"low"	"low"
"5469"	"Q495M9"	"mid"	"high"
"5470"	"P51809"	"low"	"low"
"5471"	"P19544"	"high"	"high"
"5472"	"Q86TI4"	"low"	"low"
"5473"	"Q6UX68"	"high"	"high"
"5474"	"Q2NL98"	"mid"	"high"
"5475"	"O75351"	"low"	"high"
"5476"	"Q6VEQ5"	"high"	"high"
"5477"	"Q6UWF5"	"low"	"low"
"5478"	"Q8NFD4"	"low"	"high"
"5479"	"Q8IWY8"	"high"	"high"
"5480"	"Q0VGE8"	"low"	"mid"
"5481"	"Q96ND8"	"low"	"mid"
"5482"	"Q5MCW4"	"mid"	"low"
"5483"	"O95155"	"high"	"high"
"5484"	"Q9BRT2"	"low"	"mid"
"5485"	"P36543"	"low"	"low"
"5486"	"Q8TCY9"	"mid"	"mid"
"5487"	"P15498"	"mid"	"low"
"5488"	"O95498"	"low"	"low"
"5489"	"Q96DN2"	"high"	"high"
"5490"	"A2RUG3"	"low"	"low"
"5491"	"Q9GZT5"	"mid"	"mid"
"5492"	"Q06250"	"mid"	"high"
"5493"	"Q96GT9"	"high"	"high"
"5494"	"Q9H8Y1"	"mid"	"mid"
"5495"	"Q5GH76"	"mid"	"mid"
"5496"	"Q9Y279"	"mid"	"low"
"5497"	"Q13488"	"low"	"mid"
"5498"	"Q9BQY6"	"low"	"low"
"5499"	"Q7Z5K2"	"high"	"high"
"5500"	"Q96NZ8"	"mid"	"mid"
"5501"	"Q2M389"	"low"	"low"
"5502"	"Q9UPY6"	"high"	"high"
"5503"	"Q96G27"	"high"	"high"
"5504"	"Q9BWQ6"	"high"	"mid"
"5505"	"Q6ZV60"	"low"	"low"
"5506"	"P0CJ79"	"low"	"mid"
"5507"	"Q9H5U6"	"mid"	"mid"
"5508"	"Q9UDW3"	"low"	"mid"
"5509"	"Q8WYQ9"	"high"	"high"
"5510"	"Q96JF6"	"mid"	"mid"
"5511"	"Q9HCG1"	"low"	"mid"
"5512"	"Q8N9L1"	"high"	"high"
"5513"	"P98182"	"high"	"high"
"5514"	"Q2M3W8"	"low"	"mid"
"5515"	"Q8TAQ5"	"mid"	"mid"
"5516"	"O43361"	"mid"	"mid"
"5517"	"Q5FWF6"	"mid"	"mid"
"5518"	"O75541"	"high"	"high"
"5519"	"Q14584"	"low"	"mid"
"5520"	"P61236"	"low"	"low"
"5521"	"Q8NB15"	"high"	"mid"
"5522"	"Q8IXI1"	"low"	"mid"
"5523"	"Q13503"	"low"	"mid"
"5524"	"Q9BRT3"	"mid"	"mid"
"5525"	"Q16659"	"mid"	"mid"
"5526"	"O95563"	"mid"	"low"
"5527"	"O75439"	"low"	"low"
"5528"	"Q8TAP9"	"high"	"high"
"5529"	"Q3SYC2"	"low"	"low"
"5530"	"O60882"	"mid"	"low"
"5531"	"Q9H306"	"mid"	"low"
"5532"	"Q8NGK5"	"low"	"low"
"5533"	"Q8NGC0"	"low"	"low"
"5534"	"Q86W56"	"high"	"high"
"5535"	"Q99447"	"mid"	"mid"
"5536"	"Q8N165"	"low"	"low"
"5537"	"P30101"	"low"	"low"
"5538"	"Q9UN71"	"mid"	"mid"
"5539"	"O75381"	"high"	"high"
"5540"	"Q96A73"	"high"	"high"
"5541"	"Q9UBL9"	"mid"	"mid"
"5542"	"P15428"	"low"	"low"
"5543"	"Q96FE7"	"mid"	"high"
"5544"	"Q86YI8"	"high"	"high"
"5545"	"P34995"	"high"	"low"
"5546"	"Q8WWQ0"	"high"	"high"
"5547"	"Q99943"	"mid"	"mid"
"5548"	"Q9NQ66"	"high"	"high"
"5549"	"Q5SWL7"	"low"	"low"
"5550"	"A0A0G2JMD5"	"low"	"low"
"5551"	"O14684"	"low"	"low"
"5552"	"Q15397"	"mid"	"mid"
"5553"	"P18031"	"mid"	"mid"
"5554"	"Q03393"	"low"	"mid"
"5555"	"P23470"	"high"	"mid"
"5556"	"Q8N0V3"	"high"	"high"
"5557"	"P0DJD4"	"high"	"high"
"5558"	"Q5HYI8"	"low"	"low"
"5559"	"P51159"	"mid"	"low"
"5560"	"Q9NYW8"	"mid"	"low"
"5561"	"P50749"	"mid"	"high"
"5562"	"Q8NHQ8"	"high"	"mid"
"5563"	"Q6NSI4"	"mid"	"mid"
"5564"	"Q9Y620"	"mid"	"mid"
"5565"	"Q02833"	"high"	"high"
"5566"	"P55042"	"high"	"high"
"5567"	"O60896"	"low"	"low"
"5568"	"Q7Z5L2"	"high"	"high"
"5569"	"Q9UQ26"	"high"	"high"
"5570"	"Q8NE09"	"high"	"mid"
"5571"	"P07949"	"mid"	"low"
"5572"	"Q9H4X1"	"high"	"high"
"5573"	"Q02094"	"low"	"low"
"5574"	"Q6WKZ4"	"high"	"high"
"5575"	"Q9UGC7"	"low"	"mid"
"5576"	"Q86YS3"	"high"	"high"
"5577"	"P04090"	"high"	"mid"
"5578"	"Q3KRB8"	"low"	"low"
"5579"	"O75628"	"high"	"high"
"5580"	"Q9P260"	"high"	"mid"
"5581"	"O75787"	"low"	"low"
"5582"	"Q9HB40"	"low"	"low"
"5583"	"Q9UIH9"	"high"	"high"
"5584"	"P17658"	"mid"	"mid"
"5585"	"O95251"	"high"	"high"
"5586"	"P31321"	"mid"	"mid"
"5587"	"Q969G2"	"high"	"high"
"5588"	"P24043"	"mid"	"mid"
"5589"	"Q71F78"	"high"	"high"
"5590"	"Q5T754"	"high"	"low"
"5591"	"Q5T7P3"	"high"	"low"
"5592"	"A6NIV6"	"low"	"mid"
"5593"	"A6BM72"	"mid"	"mid"
"5594"	"O15438"	"mid"	"low"
"5595"	"Q5T2T1"	"mid"	"mid"
"5596"	"Q15014"	"high"	"high"
"5597"	"Q9NV56"	"high"	"high"
"5598"	"Q9HC36"	"mid"	"mid"
"5599"	"P56278"	"low"	"low"
"5600"	"Q9BYG7"	"low"	"low"
"5601"	"Q9GZM8"	"high"	"high"
"5602"	"P49321"	"high"	"high"
"5603"	"Q9UBB6"	"low"	"low"
"5604"	"P35579"	"high"	"high"
"5605"	"A0A1B0GUC4"	"mid"	"high"
"5606"	"Q9UHC9"	"low"	"low"
"5607"	"P48681"	"high"	"high"
"5608"	"P26717"	"mid"	"mid"
"5609"	"Q8N5F7"	"high"	"high"
"5610"	"Q8N8D7"	"low"	"low"
"5611"	"O60524"	"high"	"high"
"5612"	"O43920"	"low"	"mid"
"5613"	"O95436"	"mid"	"mid"
"5614"	"Q969G9"	"high"	"high"
"5615"	"Q9Y239"	"low"	"low"
"5616"	"Q96S42"	"mid"	"low"
"5617"	"Q5VT03"	"high"	"high"
"5618"	"Q8WV22"	"mid"	"low"
"5619"	"P19338"	"high"	"high"
"5620"	"P56975"	"high"	"high"
"5621"	"Q8NGA8"	"low"	"low"
"5622"	"Q86UD1"	"low"	"mid"
"5623"	"Q8NH70"	"low"	"low"
"5624"	"A6NDH6"	"low"	"low"
"5625"	"P0C7T3"	"low"	"low"
"5626"	"Q96SU4"	"high"	"high"
"5627"	"Q7RTU3"	"high"	"high"
"5628"	"Q9H346"	"low"	"low"
"5629"	"Q9BUL8"	"low"	"mid"
"5630"	"Q16822"	"low"	"mid"
"5631"	"Q9Y5F3"	"mid"	"mid"
"5632"	"P14920"	"low"	"mid"
"5633"	"P80108"	"low"	"low"
"5634"	"Q96HM7"	"mid"	"mid"
"5635"	"P43119"	"mid"	"mid"
"5636"	"Q5VY43"	"mid"	"mid"
"5637"	"Q99755"	"high"	"mid"
"5638"	"Q99623"	"mid"	"low"
"5639"	"Q12972"	"high"	"high"
"5640"	"C9JH25"	"high"	"high"
"5641"	"A6NIE9"	"mid"	"mid"
"5642"	"Q9UBT6"	"high"	"mid"
"5643"	"Q7Z7B1"	"low"	"low"
"5644"	"O00222"	"mid"	"low"
"5645"	"Q969I3"	"low"	"low"
"5646"	"Q4G148"	"mid"	"low"
"5647"	"Q96T54"	"mid"	"mid"
"5648"	"Q04759"	"mid"	"low"
"5649"	"Q14533"	"high"	"low"
"5650"	"P06315"	"low"	"low"
"5651"	"A6NM11"	"high"	"high"
"5652"	"Q86UK5"	"high"	"mid"
"5653"	"Q9H008"	"low"	"low"
"5654"	"Q9NQ69"	"high"	"high"
"5655"	"Q0VAA2"	"mid"	"mid"
"5656"	"O15165"	"high"	"high"
"5657"	"Q9BV79"	"low"	"low"
"5658"	"Q96JK9"	"high"	"high"
"5659"	"P43357"	"high"	"high"
"5660"	"Q9BQG0"	"high"	"high"
"5661"	"O60675"	"high"	"high"
"5662"	"P43363"	"high"	"high"
"5663"	"Q4ZIN3"	"high"	"high"
"5664"	"Q9NX47"	"low"	"low"
"5665"	"Q9Y4C4"	"low"	"mid"
"5666"	"Q5TF39"	"mid"	"mid"
"5667"	"O95568"	"mid"	"high"
"5668"	"Q96FF7"	"high"	"high"
"5669"	"Q02080"	"high"	"high"
"5670"	"Q9NX70"	"high"	"high"
"5671"	"Q9NWA0"	"high"	"high"
"5672"	"Q96C03"	"mid"	"mid"
"5673"	"Q9UHC7"	"high"	"mid"
"5674"	"Q99542"	"mid"	"mid"
"5675"	"P08254"	"mid"	"mid"
"5676"	"P09237"	"mid"	"mid"
"5677"	"Q9BXB4"	"high"	"high"
"5678"	"Q8NGJ7"	"low"	"low"
"5679"	"Q8NFH3"	"low"	"mid"
"5680"	"Q7RTZ1"	"low"	"low"
"5681"	"O15162"	"high"	"mid"
"5682"	"Q9UBF8"	"high"	"mid"
"5683"	"O75928"	"high"	"mid"
"5684"	"P0CG38"	"high"	"high"
"5685"	"P86481"	"high"	"high"
"5686"	"Q8N271"	"low"	"low"
"5687"	"P06401"	"high"	"high"
"5688"	"Q2TBC4"	"high"	"high"
"5689"	"A3QJZ7"	"low"	"low"
"5690"	"P22102"	"low"	"low"
"5691"	"Q8N819"	"mid"	"mid"
"5692"	"Q7RTY9"	"mid"	"mid"
"5693"	"Q92932"	"high"	"high"
"5694"	"P17812"	"low"	"mid"
"5695"	"Q04671"	"mid"	"mid"
"5696"	"Q9H0K6"	"mid"	"low"
"5697"	"Q5JQS6"	"low"	"high"
"5698"	"Q6DN03"	"high"	"high"
"5699"	"P10412"	"high"	"high"
"5700"	"Q7Z2Y8"	"mid"	"mid"
"5701"	"P13716"	"low"	"low"
"5702"	"Q14526"	"high"	"high"
"5703"	"Q7Z4V5"	"high"	"high"
"5704"	"Q5TGS1"	"high"	"high"
"5705"	"Q00613"	"high"	"high"
"5706"	"P34932"	"mid"	"high"
"5707"	"Q5SSJ5"	"high"	"high"
"5708"	"Q92902"	"mid"	"mid"
"5709"	"Q01581"	"mid"	"mid"
"5710"	"Q86VS8"	"mid"	"high"
"5711"	"P52926"	"high"	"high"
"5712"	"Q8IZT8"	"mid"	"low"
"5713"	"Q9UPZ3"	"high"	"mid"
"5714"	"Q7LGA3"	"low"	"mid"
"5715"	"Q8IVU1"	"mid"	"high"
"5716"	"P00738"	"low"	"low"
"5717"	"Q9Y663"	"mid"	"mid"
"5718"	"Q86VF2"	"mid"	"mid"
"5719"	"Q5DX21"	"high"	"mid"
"5720"	"Q8NFM7"	"high"	"mid"
"5721"	"O95976"	"mid"	"mid"
"5722"	"P60368"	"low"	"low"
"5723"	"Q8WXH2"	"high"	"high"
"5724"	"Q14953"	"mid"	"high"
"5725"	"Q9BYQ7"	"low"	"low"
"5726"	"Q8IZU9"	"mid"	"mid"
"5727"	"Q07627"	"low"	"low"
"5728"	"O14782"	"mid"	"high"
"5729"	"Q14012"	"mid"	"mid"
"5730"	"Q6UWP7"	"mid"	"low"
"5731"	"P07288"	"low"	"low"
"5732"	"Q8TAF8"	"mid"	"low"
"5733"	"P11047"	"low"	"mid"
"5734"	"O43813"	"low"	"low"
"5735"	"O94898"	"mid"	"mid"
"5736"	"A6PVS8"	"low"	"low"
"5737"	"Q9BYG3"	"high"	"high"
"5738"	"Q9Y466"	"mid"	"mid"
"5739"	"O95848"	"low"	"mid"
"5740"	"A6NND4"	"low"	"low"
"5741"	"Q8IVL5"	"mid"	"mid"
"5742"	"Q9Y5Y5"	"mid"	"mid"
"5743"	"Q96QT6"	"high"	"high"
"5744"	"Q9UMZ3"	"mid"	"mid"
"5745"	"Q9UNM6"	"low"	"low"
"5746"	"O00231"	"low"	"low"
"5747"	"Q8N2H3"	"low"	"low"
"5748"	"Q8N1F7"	"low"	"mid"
"5749"	"O95948"	"high"	"high"
"5750"	"P58182"	"low"	"low"
"5751"	"Q56VL3"	"high"	"mid"
"5752"	"Q3SX64"	"mid"	"high"
"5753"	"Q8NGY7"	"low"	"low"
"5754"	"Q96DC9"	"low"	"low"
"5755"	"Q8NH79"	"low"	"low"
"5756"	"Q14990"	"low"	"low"
"5757"	"Q8NGP3"	"low"	"low"
"5758"	"Q8NGV7"	"low"	"low"
"5759"	"O95918"	"low"	"low"
"5760"	"Q9H4D5"	"mid"	"mid"
"5761"	"Q5VV17"	"high"	"high"
"5762"	"Q96R48"	"low"	"low"
"5763"	"O43929"	"low"	"low"
"5764"	"P12004"	"low"	"low"
"5765"	"P32322"	"mid"	"mid"
"5766"	"P01127"	"high"	"high"
"5767"	"O15350"	"high"	"high"
"5768"	"P04085"	"high"	"mid"
"5769"	"Q9BYG4"	"high"	"high"
"5770"	"Q2NL67"	"mid"	"low"
"5771"	"Q96TA0"	"low"	"low"
"5772"	"A0A075B767"	NA	NA
"5773"	"Q9UN70"	"mid"	"high"
"5774"	"Q9BY77"	"high"	"high"
"5775"	"Q9Y5F7"	"mid"	"high"
"5776"	"Q12889"	"mid"	"high"
"5777"	"Q9Y5J5"	"mid"	"low"
"5778"	"Q96FC7"	"low"	"mid"
"5779"	"Q8N3S3"	"high"	"mid"
"5780"	"Q9H792"	"high"	"high"
"5781"	"P43116"	"mid"	"mid"
"5782"	"O60331"	"high"	"high"
"5783"	"P00491"	"low"	"low"
"5784"	"P35232"	"low"	"low"
"5785"	"Q9UBV8"	"high"	"high"
"5786"	"P13796"	"low"	"low"
"5787"	"A1L4L8"	"high"	"low"
"5788"	"Q9HAB8"	"low"	"low"
"5789"	"Q9Y255"	"low"	"mid"
"5790"	"Q7Z6K3"	"low"	"mid"
"5791"	"P07988"	"low"	"mid"
"5792"	"Q15262"	"mid"	"mid"
"5793"	"O14957"	"low"	"low"
"5794"	"Q9UDW1"	"low"	"low"
"5795"	"Q8N0Z8"	"low"	"mid"
"5796"	"Q15269"	"low"	"mid"
"5797"	"Q99638"	"mid"	"high"
"5798"	"Q92698"	"mid"	"mid"
"5799"	"Q8NFH8"	"high"	"high"
"5800"	"O94810"	"mid"	"mid"
"5801"	"Q8NC44"	"high"	"high"
"5802"	"Q9HD89"	"mid"	"low"
"5803"	"P41220"	"high"	"mid"
"5804"	"P49795"	"mid"	"mid"
"5805"	"Q7Z5H3"	"high"	"high"
"5806"	"Q9NWB1"	"high"	"high"
"5807"	"Q14699"	"high"	"high"
"5808"	"O14715"	"high"	"mid"
"5809"	"P48378"	"high"	"high"
