uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	is_HI	oncogene	ps_high_conf	drlps_drivers	dr_all_phase_sep	drpls_clients
O75602	1.96	0.19	0.227	SPAG6 PF16	NA	NA	NA	NA	NA	NA	NA
O75603	25.88	29.44	0.392	GCM2 GCMB	NA	NA	NA	NA	NA	NA	NA
O75604	45.28	21.48	0.127	USP2 UBP41	NA	NA	NA	NA	NA	1	1
O75607	35.39	27.52	34.3	NPM3	NA	NA	NA	NA	NA	1	1
O75608	2.17	1.3	127	LYPLA1 APT1 LPL1	NA	NA	NA	NA	NA	NA	NA
O75610	17.75	4.91	0.436	LEFTY1 LEFTB LEFTYB UNQ278/PRO317	NA	NA	NA	NA	NA	NA	NA
O75616	16.01	8.46	4.5	ERAL1 HERA	NA	NA	NA	NA	NA	1	1
O75618	30.5	15.4	0.594	DEDD DEDPRO1 DEFT KE05	NA	NA	NA	NA	NA	NA	NA
O75626	51.63	26.78	0.886	PRDM1 BLIMP1	639	NA	0	NA	NA	NA	NA
O75628	32.88	35.9	0.339	REM1 GES REM	NA	NA	NA	NA	NA	NA	NA
O75629	19.09	7.27	11.8	CREG1 CREG UNQ727/PRO1409	NA	NA	NA	NA	NA	NA	NA
O75631	20.2	12.54	0.043	UPK3A UPK3	NA	NA	NA	NA	NA	NA	NA
O75635	2.89	1.57	NA	NA	8710	0	NA	NA	NA	NA	NA
O75636	20.73	16.72	467	FCN3 FCNH HAKA1	NA	NA	NA	NA	NA	NA	NA
O75638	42.85	88.57	4.89	CTAG2 ESO2 LAGE1	NA	NA	NA	NA	NA	NA	NA
O75643	10.34	6.5	94.2	SNRNP200 ASCC3L1 HELIC2 KIAA0788	NA	NA	NA	NA	NA	1	1
O75648	6.65	6.41	1.37	TRMU MTU1 TRMT1	55687	0	NA	NA	NA	NA	NA
O75663	8.45	4.41	151	TIPRL	NA	NA	NA	NA	NA	NA	NA
O75665	53.75	32.8	1.42	OFD1 CXorf5	8481	1	NA	NA	NA	1	1
O75674	49.78	43.9	4.39	TOM1L1 SRCASM	NA	NA	NA	NA	NA	NA	NA
O75676	11.91	16.06	3.35	RPS6KA4 MSK2	NA	NA	NA	NA	NA	NA	NA
O75677	7.57	5.36	0	RFPL1 RFPL1L RNF78	NA	NA	NA	NA	NA	NA	NA
O75678	8.73	7.14	0.072	RFPL2 RNF79	NA	NA	NA	NA	NA	NA	NA
O75679	13.56	5.36	0	RFPL3	NA	NA	NA	NA	NA	NA	NA
O75683	66.75	81.71	10.9	SURF6 SURF-6	NA	NA	NA	1	1	1	NA
O75688	17.11	36.11	19	PPM1B PP2CB	NA	NA	NA	NA	NA	NA	NA
O75689	8.02	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75690	1.6	0	0.078	KRTAP5-8 KAP5.8 KRTAP5.8 UHSKB	NA	NA	NA	NA	NA	NA	NA
O75691	22.01	6.82	8.58	UTP20 DRIM	NA	NA	NA	NA	NA	1	1
O75694	13.87	5.24	58.4	NUP155 KIAA0791	NA	NA	NA	NA	NA	1	1
O75695	9.71	5.71	8.99	RP2	6102	1	NA	NA	NA	NA	NA
O75711	16.32	0	0.767	SCRG1 UNQ390/PRO725	NA	NA	NA	NA	NA	NA	NA
O75712	32.59	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75715	14.93	0	2.27	GPX5	NA	NA	NA	NA	NA	NA	NA
O75716	3.93	5.57	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75717	36.04	33.12	16	WDHD1 AND1	NA	NA	NA	NA	NA	NA	NA
O75718	10.97	0	6.57	CRTAP CASP	10491	0	NA	NA	NA	NA	NA
O75746	6.93	2.21	61.2	SLC25A12 ARALAR1	8604	0	NA	NA	NA	1	1
O75747	18.47	6.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75751	7.55	2.51	0.959	SLC22A3 EMTH OCT3	NA	NA	NA	NA	NA	NA	NA
O75752	7.85	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75762	7.32	2.05	0.037	TRPA1 ANKTM1	NA	NA	NA	NA	NA	NA	NA
O75764	27.29	39.65	4.83	TCEA3 TFIISH	NA	NA	NA	NA	NA	1	1
O75771	3.96	7.92	0.916	RAD51D RAD51L3	5892	1	NA	NA	NA	NA	NA
O75781	77.51	96.38	5.35	PALM KIAA0270	NA	NA	NA	NA	NA	1	1
O75783	14.61	19.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75787	9.42	0	12.6	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072	10159	0	NA	NA	NA	NA	NA
O75791	23.03	39.69	13.5	GRAP2 GADS GRB2L GRID	NA	NA	NA	1	NA	NA	NA
O75792	7.69	1.67	33.3	RNASEH2A RNASEHI RNHIA	10535	0	NA	NA	NA	NA	NA
O75794	12.2	9.52	7.08	CDC123 C10orf7 D123	NA	NA	NA	NA	NA	NA	NA
O75795	6.22	0.75	0.775	UGT2B17	NA	NA	NA	NA	NA	NA	NA
O75800	3.63	3.86	0.399	ZMYND10 BLU LUCA12.4	NA	NA	NA	NA	NA	NA	NA
O75807	81	89.31	0.512	PPP1R15A GADD34	NA	NA	NA	NA	NA	NA	NA
O75808	34.62	26.24	0.187	CAPN15 SOLH	NA	NA	NA	NA	NA	NA	NA
O75815	47.15	35.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75817	9.28	25.71	7.02	POP7 RPP20	NA	NA	NA	NA	NA	1	1
O75818	1.37	0	3.71	RPP40 RNASEP1	NA	NA	NA	NA	NA	1	1
O75820	6.7	10.86	0.503	ZNF189	NA	NA	NA	NA	NA	NA	NA
O75821	37.5	58.75	128	EIF3G EIF3S4	NA	NA	NA	NA	NA	1	NA
O75822	53.48	45.73	86.9	EIF3J EIF3S1 PRO0391	NA	NA	NA	NA	NA	1	1
O75828	1.08	13.35	41.2	CBR3	NA	NA	NA	NA	NA	1	1
O75829	26.34	17.66	0.252	CNMD CHMI LECT1 MYETS1	NA	NA	NA	NA	NA	NA	NA
O75830	6.91	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75832	1.76	7.07	111	PSMD10	NA	NA	NA	NA	NA	NA	NA
O75838	2.13	0	0.221	CIB2 KIP2	NA	NA	NA	NA	NA	NA	NA
O75840	58.6	13.57	0.173	KLF7 UKLF	NA	NA	NA	NA	NA	NA	NA
O75841	1.53	3.07	0.308	UPK1B TSPAN20	NA	NA	NA	NA	NA	NA	NA
O75843	12.48	8.53	12.3	AP1G2	NA	NA	NA	NA	NA	NA	NA
O75844	11.15	4.21	32.4	ZMPSTE24 FACE1 STE24	NA	NA	NA	NA	NA	NA	NA
O75845	9.69	1.67	0.23	SC5D SC5DL	NA	NA	NA	NA	NA	NA	NA
O75864	37.77	44.28	2	PPP1R37 KIAA1986 LRRC68	NA	NA	NA	NA	NA	NA	NA
O75865	0.62	2.51	2.82	TRAPPC6A HSPC289	NA	NA	NA	NA	NA	NA	NA
O75871	15.57	17.62	0.009	CEACAM4 CGM7	NA	NA	NA	NA	NA	NA	NA
O75874	0.72	1.69	NA	NA	3417	NA	1	NA	NA	NA	NA
O75879	9.33	10.95	6.97	GATB PET112 PET112L HSPC199	NA	NA	NA	NA	NA	NA	NA
O75880	31.89	16.27	27.3	SCO1 SCOD1	NA	NA	NA	NA	NA	1	1
O75881	7.5	0	0.206	CYP7B1	NA	NA	NA	NA	NA	NA	NA
O75882	10.56	1.67	205	ATRN KIAA0548 MGCA	NA	NA	NA	NA	NA	NA	NA
O75884	1.07	0	18.5	RBBP9 BOG RBBP10	NA	NA	NA	NA	NA	NA	NA
O75886	48.95	41.14	8.31	STAM2 HBP	NA	NA	NA	NA	NA	NA	NA
O75888	35.6	30	0.411	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	NA	NA	NA	NA	NA	NA	NA
O75891	3.43	4.43	NA	NA	NA	NA	NA	NA	NA	1	1
O75896	23.63	7.27	2.19	TUSC2 C3orf11 FUS1 LGCC PDAP2	NA	NA	NA	NA	NA	NA	NA
O75897	3.64	1.98	0.139	SULT1C4 SULT1C2	NA	NA	NA	NA	NA	NA	NA
O75899	17.1	15.4	0.161	GABBR2 GPR51 GPRC3B	NA	NA	NA	NA	NA	1	1
O75900	8.71	4.87	0.344	MMP23B MMP21 MMP22	NA	NA	NA	NA	NA	NA	NA
O75901	43.21	17.7	0.195	RASSF9 PAMCI PCIP1	NA	NA	NA	NA	NA	NA	NA
O75907	15.98	11.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75908	14.17	11.68	0.328	SOAT2 ACACT2 ACAT2	NA	NA	NA	NA	NA	NA	NA
O75909	57.24	58.1	20.1	CCNK CPR4	NA	NA	NA	NA	NA	NA	NA
O75911	5.29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75912	29.76	18.3	0.075	DGKI	NA	NA	NA	NA	NA	NA	NA
O75914	35.95	43.82	6.87	PAK3 OPHN3	5063	1	NA	NA	NA	NA	NA
O75915	1.06	0	361	ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127	NA	NA	NA	NA	NA	NA	NA
O75916	37.24	24.03	0.081	RGS9	NA	NA	NA	NA	NA	NA	NA
O75920	20	49.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75923	18.89	9.23	6.92	DYSF FER1L1	NA	NA	NA	NA	NA	NA	NA
O75925	45.77	19.96	1.27	PIAS1 DDXBP1	NA	NA	NA	NA	NA	NA	NA
O75928	42.51	19.32	0.756	PIAS2 PIASX	NA	NA	NA	NA	1	1	NA
O75934	9.33	7.55	52.2	BCAS2 DAM1	NA	NA	NA	NA	NA	1	1
O75935	3.22	1.07	60.1	DCTN3 DCTN22	NA	NA	NA	NA	NA	1	1
O75936	2.32	0	1.45	BBOX1 BBH BBOX	NA	NA	NA	NA	NA	NA	NA
O75937	18.57	49.01	200	DNAJC8 SPF31 HSPC315 HSPC331	NA	NA	NA	NA	NA	1	1
O75940	8.82	54.2	NA	NA	NA	NA	NA	NA	NA	1	1
O75943	30.83	19.82	NA	NA	NA	NA	NA	NA	NA	1	1
O75947	3.72	2.48	409	ATP5PD ATP5H My032	NA	NA	NA	NA	NA	1	1
O75949	38.9	24.31	0.064	FAM155B TED TMEM28	NA	NA	NA	NA	NA	NA	NA
O75951	9.45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75952	82.35	60.44	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75953	17.52	23.56	0.418	DNAJB5 HSC40	NA	NA	NA	NA	NA	1	1
O75954	0.83	0	2.54	TSPAN9 NET5	NA	NA	NA	NA	NA	NA	NA
O75955	1.4	5.62	119	FLOT1	NA	NA	NA	NA	NA	1	1
O75956	57.93	81.74	0.698	CDK2AP2 DOC1R	NA	NA	NA	NA	NA	NA	NA
O75962	41.68	23.63	1.97	TRIO	7204	1	NA	NA	NA	1	1
O75964	12.62	0	121	ATP5MG ATP5L	NA	NA	NA	NA	NA	1	1
O75969	47.59	39.62	0.109	AKAP3 AKAP110 SOB1	NA	NA	NA	NA	NA	NA	NA
O75970	48.16	20.38	NA	NA	8777	0	NA	NA	NA	NA	NA
O75971	15.3	72.44	1.1	SNAPC5 SNAP19	NA	NA	NA	NA	NA	NA	NA
O75973	30.62	41.47	0.52	C1QL1 C1QRF CRF CTRP14	NA	NA	NA	NA	NA	NA	NA
O75976	9.92	21.52	4.74	CPD	NA	NA	NA	NA	NA	NA	NA
O75995	66.57	76.84	81	SASH3 CXorf9 SLY	NA	NA	NA	NA	NA	NA	NA
O76000	4.15	0	0.124	OR2B3 OR2B3P	NA	NA	NA	NA	NA	NA	NA
O76001	3.53	0	0.255	OR2J3	NA	NA	NA	NA	NA	NA	NA
O76002	3.2	0	0.245	OR2J2	NA	NA	NA	NA	NA	NA	NA
O76003	5.07	1.49	NA	NA	NA	NA	NA	NA	NA	1	1
O76009	23.76	1.98	34.4	KRT33A HHA3-I HKA3A KRTHA3A	NA	NA	NA	NA	NA	NA	NA
O76011	25.22	3.44	108	KRT34 HHA4 HKA4 KRTHA4	NA	NA	NA	NA	NA	NA	NA
O76013	31.04	3.64	13.1	KRT36 HHA6 HKA6 KRTHA6	NA	NA	NA	NA	NA	NA	NA
O76014	27.83	3.78	2.78	KRT37 HHA7 HKA7 KRTHA7	8688	0	NA	NA	NA	NA	NA
O76015	29.16	1.97	3.25	KRT38 HHA8 HKA8 KRTHA8	NA	NA	NA	NA	NA	NA	NA
O76021	49.79	50.81	140	RSL1D1 CATX11 CSIG PBK1 L12	NA	NA	NA	NA	NA	1	1
O76024	17.86	16.96	7.29	WFS1	7466	0	NA	NA	NA	1	1
O76027	7.82	4.05	1.45	ANXA9 ANX31	NA	NA	NA	NA	NA	NA	NA
O76031	32.54	21.32	28.8	CLPX	NA	NA	NA	NA	NA	NA	NA
O76036	15.13	1.64	0.345	NCR1 LY94	NA	NA	NA	NA	NA	NA	NA
O76038	2.89	1.44	2.45	SCGN SECRET	NA	NA	NA	NA	NA	NA	NA
O76039	60.87	63.2	0.401	CDKL5 STK9	6792	1	NA	NA	NA	1	NA
O76041	13.7	46.44	3.84	NEBL LNEBL	10529	0	NA	NA	NA	1	1
O76042	0.73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76050	22.82	12.89	0.671	NEURL1 NEURL NEURL1A RNF67	NA	NA	NA	NA	NA	1	1
O76054	3.72	10.17	NA	NA	NA	NA	NA	NA	NA	1	1
O76061	44.7	36.09	5.61	STC2	NA	NA	NA	NA	NA	NA	NA
O76062	1.43	0.47	4.82	TM7SF2 ANG1	NA	NA	NA	NA	NA	NA	NA
O76064	37.31	31.13	0.716	RNF8 KIAA0646	NA	NA	NA	NA	NA	1	NA
O76070	59.05	70.86	54.4	SNCG BCSG1 PERSYN PRSN	NA	NA	NA	NA	NA	1	1
O76071	0.29	3.83	14.5	CIAO1 CIA1 WDR39	NA	NA	NA	NA	NA	NA	NA
O76074	13.25	10.85	28.1	PDE5A PDE5	NA	NA	NA	NA	NA	NA	NA
O76075	4.14	3.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76076	9.6	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76080	48.82	62.44	4.94	ZFAND5 ZA20D2 ZNF216	NA	NA	NA	NA	NA	NA	NA
O76081	25.51	36.34	0.063	RGS20 RGSZ1 ZGAP1	NA	NA	NA	NA	NA	NA	NA
O76082	7.18	1.79	0.148	SLC22A5 OCTN2	NA	NA	NA	NA	NA	NA	NA
O76083	33.55	20.4	0.212	PDE9A	NA	NA	NA	NA	NA	NA	NA
O76087	46.15	95.72	2.85	GAGE7 GAGE12I GAGE7B	NA	NA	NA	NA	NA	NA	NA
O76090	35.55	35.04	0.135	BEST1 VMD2	NA	NA	NA	NA	NA	NA	NA
O76093	24.63	22.22	0.173	FGF18 UNQ420/PRO856	NA	NA	NA	NA	NA	NA	NA
O76094	19.22	26.82	65	SRP72	NA	NA	NA	NA	NA	1	NA
O76095	27.39	0	1.05	JTB HSPC222	NA	NA	NA	NA	NA	1	1
O76096	17.24	4.13	3.78	CST7	NA	NA	NA	NA	NA	NA	NA
O76099	1.56	0	0.004	OR7C1 OR7C4	NA	NA	NA	NA	NA	NA	NA
O76100	2.58	0	0.9	OR7A10	NA	NA	NA	NA	NA	NA	NA
O77932	9.34	25.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94759	14.5	9.11	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94760	3.15	3.5	75.2	DDAH1 DDAH	NA	NA	NA	NA	NA	1	1
O94761	37	39.32	NA	NA	9401	NA	1	NA	NA	NA	NA
O94762	38.84	39.55	1.26	RECQL5 RECQ5	NA	NA	NA	NA	NA	NA	NA
O94763	68.59	56.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94766	11.94	26.86	12.3	B3GAT3	NA	NA	NA	NA	NA	1	1
O94768	11.55	13.97	1.65	STK17B DRAK2	NA	NA	NA	NA	NA	NA	NA
O94769	32.04	27.75	1.58	ECM2	NA	NA	NA	NA	NA	NA	NA
O94772	29.28	0	NA	NA	NA	NA	NA	NA	NA	1	1
O94776	45.5	29.64	49.2	MTA2 MTA1L1 PID	NA	NA	NA	NA	NA	NA	NA
O94777	28.57	0	2.33	DPM2 My026	NA	NA	NA	NA	NA	NA	NA
O94778	9.57	0	0.013	AQP8	NA	NA	NA	NA	NA	NA	NA
O94779	6.9	11.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94782	59.23	37.83	0.798	USP1	NA	NA	NA	NA	NA	NA	NA
O94788	13.89	4.82	23.7	ALDH1A2 RALDH2	NA	NA	NA	NA	NA	1	1
O94804	36.05	54.02	47	STK10 LOK	NA	NA	NA	NA	NA	NA	NA
O94805	3.75	6.8	1.6	ACTL6B ACTL6 BAF53B	NA	NA	NA	NA	NA	1	1
O94806	31.57	10.78	NA	NA	NA	NA	NA	NA	NA	1	1
O94808	3.66	1.31	6.19	GFPT2	NA	NA	NA	NA	NA	NA	NA
O94810	12.41	12.63	0.117	RGS11	NA	NA	NA	NA	NA	NA	NA
O94811	24.65	42.92	13.5	TPPP TPPP1	NA	NA	NA	NA	NA	1	1
O94812	16.25	9.43	0.11	BAIAP3 KIAA0734	NA	NA	NA	NA	NA	NA	NA
O94813	3.98	0.45	0.375	SLIT2 SLIL3	NA	NA	NA	NA	NA	NA	NA
O94817	33.57	30	2.12	ATG12 APG12 APG12L	NA	NA	NA	NA	NA	NA	NA
O94818	63	52.97	0.219	NOL4 NOLP HRIHFB2255	NA	NA	NA	NA	NA	NA	NA
O94819	31.94	27.28	1.76	KBTBD11 CMLAP KIAA0711 KLHDC7C	NA	NA	NA	NA	NA	1	1
O94822	15.57	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94823	29.84	15.67	0.07	ATP10B ATPVB KIAA0715	NA	NA	NA	NA	NA	NA	NA
O94826	12.17	16.61	103	TOMM70 KIAA0719 TOM70 TOMM70A	NA	NA	NA	NA	NA	1	1
O94827	49.81	43.69	NA	NA	57449	0	NA	NA	NA	NA	NA
O94829	3.53	2.38	1.61	IPO13 KIAA0724 RANBP13	NA	NA	NA	NA	NA	NA	NA
O94830	31.36	13.36	1.76	DDHD2 KIAA0725 SAMWD1	NA	NA	NA	NA	NA	NA	NA
O94832	4.17	1.09	12.8	MYO1D KIAA0727	NA	NA	NA	NA	NA	1	1
O94842	84.21	70.53	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94844	17.81	8.18	0.419	RHOBTB1 KIAA0740	NA	NA	NA	NA	NA	NA	NA
O94850	80.45	91.56	0.963	DDN KIAA0749	NA	NA	NA	NA	NA	NA	NA
O94851	41.9	26.69	2.53	MICAL2 KIAA0750 MICAL2PV1 MICAL2PV2	NA	NA	NA	NA	NA	NA	NA
O94854	82.26	59.33	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94855	27.71	29.06	24.2	SEC24D KIAA0755	NA	NA	NA	NA	NA	NA	NA
O94856	13.65	30.58	5.02	NFASC KIAA0756	NA	NA	NA	NA	NA	1	1
O94864	44.44	55.79	1.71	SUPT7L KIAA0764	NA	NA	NA	NA	NA	NA	NA
O94868	41.48	32.56	0.969	FCHSD2 KIAA0769 SH3MD3	NA	NA	NA	NA	NA	NA	NA
O94874	16.49	14.1	59.4	UFL1 KIAA0776 MAXER NLBP RCAD	NA	NA	NA	NA	NA	1	1
O94875	70.9	58.63	NA	NA	NA	NA	NA	NA	NA	1	1
O94876	58.34	47.47	1.16	TMCC1 KIAA0779	NA	NA	NA	NA	NA	NA	NA
O94880	56.53	54.61	3.87	PHF14 KIAA0783	NA	NA	NA	NA	NA	NA	NA
O94885	66.15	68.88	2.8	SASH1 KIAA0790 PEPE1	NA	NA	NA	NA	NA	NA	NA
O94886	17.47	2.1	1.12	TMEM63A KIAA0489 KIAA0792	NA	NA	NA	NA	NA	NA	NA
O94887	30.26	18.31	1.88	FARP2 KIAA0793 PLEKHC3	NA	NA	NA	NA	NA	NA	NA
O94888	35.58	44.78	39.2	UBXN7 KIAA0794 UBXD7	NA	NA	NA	NA	NA	NA	NA
O94889	1.74	1.21	0.285	KLHL18 KIAA0795 OK/SW-cl.74	NA	NA	NA	NA	NA	NA	NA
O94892	3.22	11.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94898	24.78	16.8	0.255	LRIG2 KIAA0806 LIG2	NA	NA	NA	NA	NA	NA	NA
O94900	76.8	79.27	0.65	TOX KIAA0808	NA	NA	NA	NA	NA	NA	NA
O94901	33	18.22	4.76	SUN1 KIAA0810 UNC84A	NA	NA	NA	NA	NA	1	NA
O94903	12	11.27	88.4	PLPBP PROSC	NA	NA	NA	NA	NA	1	1
O94905	17.1	2.35	52.7	ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924	NA	NA	NA	NA	NA	1	1
O94906	14.55	31.88	49.8	PRPF6 C20orf14	NA	NA	NA	NA	NA	NA	NA
O94907	45.48	3	0.699	DKK1 UNQ492/PRO1008	NA	NA	NA	NA	NA	NA	NA
O94910	33.64	28.29	0.451	ADGRL1 KIAA0821 LEC2 LPHN1	NA	NA	NA	NA	NA	1	1
O94911	10.81	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94913	83.98	72.73	3.82	PCF11 KIAA0824	NA	NA	NA	NA	NA	NA	NA
O94915	37.33	15.13	8.19	FRYL AF4P12 KIAA0826	NA	NA	NA	NA	NA	1	1
O94916	83.08	73.41	NA	NA	NA	NA	NA	NA	NA	1	1
O94919	13	5.8	18.8	ENDOD1 KIAA0830	NA	NA	NA	NA	NA	NA	NA
O94921	30.91	20.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94923	11.99	2.91	0.921	GLCE KIAA0836	NA	NA	NA	NA	NA	NA	NA
O94925	18.38	18.53	81.9	GLS GLS1 KIAA0838	NA	NA	NA	NA	NA	1	1
O94927	10.26	16.27	1.73	HAUS5 KIAA0841	NA	NA	NA	NA	NA	NA	NA
O94929	51.68	26.35	NA	NA	NA	NA	NA	NA	NA	1	1
O94933	32.95	23.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94941	36.96	21.25	0.209	UBOX5 KIAA0860 RNF37 UBCE7IP5 UIP5	NA	NA	NA	NA	NA	NA	NA
O94952	5.09	0.31	0.894	FBXO21 FBX21 KIAA0875	NA	NA	NA	NA	NA	NA	NA
O94953	36.77	31.84	1.04	KDM4B JHDM3B JMJD2B KIAA0876	NA	NA	NA	NA	NA	NA	NA
O94955	7.2	2.29	0.207	RHOBTB3 KIAA0878	NA	NA	NA	NA	NA	NA	NA
O94956	19.6	9.59	0.221	SLCO2B1 KIAA0880 OATP2B1 OATPB SLC21A9	NA	NA	NA	NA	NA	NA	NA
O94964	93.18	39.07	1.51	SOGA1 C20orf117 KIAA0889 SOGA	NA	NA	NA	NA	NA	NA	NA
O94966	46.5	32.01	4.07	USP19 KIAA0891 ZMYND9	NA	NA	NA	NA	NA	NA	NA
O94967	19.04	28.5	1.23	WDR47 KIAA0893	NA	NA	NA	NA	NA	1	1
O94972	49.89	40.04	0.179	TRIM37 KIAA0898 MUL POB1	4591	0	NA	NA	NA	NA	NA
O94973	11.39	9.26	NA	NA	NA	NA	NA	NA	NA	1	1
O94979	37.37	33.6	NA	NA	NA	NA	NA	NA	NA	1	1
O94983	67.88	39.93	0.433	CAMTA2 KIAA0909	NA	NA	NA	NA	NA	NA	NA
O94985	16.41	15.29	8.51	CLSTN1 CS1 KIAA0911	NA	NA	NA	NA	NA	NA	NA
O94986	89.88	30.76	NA	NA	NA	NA	NA	NA	NA	1	1
O94988	66.27	48.87	0.643	FAM13A FAM13A1 KIAA0914	NA	NA	NA	NA	NA	NA	NA
O94989	48.39	53.26	0.538	ARHGEF15 KIAA0915	NA	NA	NA	NA	NA	NA	NA
O94991	27.03	25.36	0.101	SLITRK5 KIAA0918 LRRC11	NA	NA	NA	NA	NA	NA	NA
O94992	64.34	81.61	15.2	HEXIM1 CLP1 EDG1 HIS1 MAQ1	NA	NA	NA	NA	NA	NA	NA
O94993	72.24	69.58	0.071	SOX30	NA	NA	NA	NA	NA	NA	NA
O95006	5.67	0	0.201	OR2F2	NA	NA	NA	NA	NA	NA	NA
O95007	3.53	0	0.034	OR6B1	NA	NA	NA	NA	NA	NA	NA
O95013	2.24	0	0.395	OR4F21 OR4F21P	NA	NA	NA	NA	NA	NA	NA
O95025	12.61	7.85	0.121	SEMA3D UNQ760/PRO1491	NA	NA	NA	NA	NA	NA	NA
O95045	5.67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95047	2.58	0	0	OR2A4 OR2A10	NA	NA	NA	NA	NA	NA	NA
O95049	43.52	57.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95050	1.9	0	0.868	INMT	NA	NA	NA	NA	NA	NA	NA
O95057	11.11	6.06	0.458	DIRAS1 GBTS1 RIG	NA	NA	NA	NA	NA	NA	NA
O95059	4.03	0	NA	NA	NA	NA	NA	NA	NA	1	1
O95067	35.42	20.6	1.19	CCNB2	NA	NA	NA	NA	NA	NA	NA
O95069	28.87	1.64	0.503	KCNK2 TREK TREK1	NA	NA	NA	NA	NA	NA	NA
O95070	19.79	7.5	10.1	YIF1A 54TM HYIF1P YIF1	NA	NA	NA	NA	NA	NA	NA
O95071	49.91	34.86	7.55	UBR5 EDD EDD1 HYD KIAA0896	51366	NA	1	NA	NA	NA	NA
O95072	47.16	27.6	NA	NA	NA	NA	NA	NA	NA	1	1
O95073	19.73	28.42	0.009	FSBP	NA	NA	NA	NA	NA	NA	NA
O95076	85.42	68.51	0.298	ALX3	NA	NA	NA	NA	NA	NA	NA
O95081	73.38	63.61	2.71	AGFG2 HRBL RABR	NA	NA	NA	NA	NA	NA	NA
O95084	10.96	6.26	4.35	PRSS23 ZSIG13 UNQ270/PRO307	NA	NA	NA	NA	NA	NA	NA
O95096	77.65	55.67	0.581	NKX2-2 NKX2.2 NKX2B	NA	NA	NA	NA	NA	NA	NA
O95104	77.07	76.63	19.5	SCAF4 KIAA1172 SFRS15	NA	NA	NA	NA	NA	NA	NA
O95125	55.24	37.03	0.19	ZNF202 ZKSCAN10	NA	NA	NA	NA	NA	NA	NA
O95136	22.37	1.13	0.246	S1PR2 EDG5	NA	NA	NA	NA	NA	NA	NA
O95139	7.81	3.9	25.3	NDUFB6	NA	NA	NA	NA	NA	1	1
O95140	8.58	3.03	5.08	MFN2 CPRP1 KIAA0214	9927	0	NA	NA	NA	1	1
O95147	11.11	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95149	26.11	29.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95150	27.09	7.56	0.15	TNFSF15 TL1 VEGI	NA	NA	NA	NA	NA	NA	NA
O95153	77.43	66.39	0.068	TSPOAP1 BZRAP1 KIAA0612 RBP1 RIMBP1	NA	NA	NA	NA	NA	NA	NA
O95154	5.43	3.02	17.5	AKR7A3 AFAR2	NA	NA	NA	NA	NA	NA	NA
O95155	30.79	25.57	5.11	UBE4B HDNB1 KIAA0684 UFD2	NA	NA	NA	NA	NA	NA	NA
O95156	29.92	0.37	0.03	NXPH2 NPH2	NA	NA	NA	NA	NA	NA	NA
O95157	25.79	24.2	0.04	NXPH3 KIAA1159 NPH3 UNQ687/PRO1327	NA	NA	NA	NA	NA	NA	NA
O95158	37.98	7.79	0.739	NXPH4 NPH4 UNQ1928/PRO4403	NA	NA	NA	NA	NA	NA	NA
O95159	35.48	36.12	5.55	ZFPL1	NA	NA	NA	NA	NA	NA	NA
O95163	9.68	5.4	18.1	ELP1 IKAP IKBKAP	NA	NA	NA	NA	NA	NA	NA
