symbol	abundance	protein_size
5102	YGL081W	1.51	320
5103	TDP1	16	544
5104	PAN3	28.1	679
5105	YLR159C-A	0.057	43
5106	YHL012W	141	493
5107	FIG1	1.79	298
5108	FHL1	10.3	936
5109	YRF1-5	1.46	1796
5110	YPR002C-A	1.24	65
5111	PDX3	131	228
5112	SEC72	89.3	193
5113	RPN8	264	338
5114	SEC39	32.3	709
5115	IZH2	10.1	317
5116	MAM1	1.5	302
5117	HRK1	48.3	759
5118	TCB2	98.6	1178
5119	SNT309	10.5	175
5120	ECM19	17.2	112
5121	YOR200W	2.05	132
5122	IMP4	11.8	290
5123	RPN11	248	306
5124	YOR343W-A	2.92	438
5125	SUR1	16.7	382
5126	OLI1	0.016	76
5127	YNL296W	1.29	104
5128	DAL80	1.61	269
5129	LSB5	10.9	354
5130	ROM2	3.79	1356
5131	RPL41B	469	25
5132	PRP28	4.06	588
5133	EMI2	140	500
5134	BOI2	21.1	1040
5135	STB4	2.98	949
5136	RTT103	40.2	409
5137	YDR098C-B	4.63	1755
5138	CDD1	38.3	142
5139	GPP1	4643	250
5140	PAU24	1.23	120
5141	CHM7	23.1	450
5142	CIN5	2.54	295
5143	PPM2	15.5	695
5144	END3	80.5	349
5145	HNT1	164	158
5146	SKG1	13.3	355
5147	FCF2	54.2	217
5148	YPR016W-A	1.61	86
5149	YJL119C	1.5	107
5150	LAM4	3.24	1345
5151	QCR10	79.5	77
5152	GLC7	443	312
5153	MSS18	7.73	268
5154	YFL063W	1.33	151
5155	APL3	19.8	1025
5156	HUT1	1.52	339
5157	URN1	11.4	465
5158	TCB1	506	1186
5159	BSD2	31.1	321
5160	YLF2	18.3	405
5161	NQM1	31.7	333
5162	SPT3	15.8	337
5163	SRB2	13.6	210
5164	YPR014C	2.01	109
5165	MDJ1	142	511
5166	NOP56	516	504
5167	PTA1	90.3	785
5168	VPS54	28.3	889
5169	YGR265W	1.5	136
5170	LIF1	8.3	421
5171	YCR018C-A	54.7	84
5172	YDR261W-A	3.05	438
5173	HIF1	54.3	385
5174	ECL1	6.15	211
5175	CWP1	110	239
5176	COX7	48.3	60
5177	PEX18	1.37	283
5178	VMA1	2494	1071
5179	PDS5	136	1277
5180	SPE4	33.6	300
5181	AQY1	1.18	305
5182	ALG1	40.4	449
5183	COS8	26	381
5184	YLR156C-A	0.057	43
5185	RFM1	9.21	310
5186	ENT1	54.7	454
5187	INO4	9.65	151
5188	TAM41	4.41	385
5189	ADI1	12.8	179
5190	BUD26	1.43	95
5191	HXT3	566	567
5192	YER107W-A	0.47	106
5193	TRP1	23.5	224
5194	RTS2	39.7	232
5195	PNT1	24.2	423
5196	PEX7	5.89	375
5197	TCM62	3.09	572
5198	YLR460C	8.37	376
5199	YJL152W	1.35	119
5200	MPS2	9.16	387
5201	PTC2	171	464
5202	KRE1	64.8	313
5203	PNO1	50	274
5204	APC11	13	165
5205	TOD6	10.4	525
5206	BRE5	226	515
5207	EDC3	43.6	551
5208	YIF1	4.82	314
5209	YKL030W	1.28	201
5210	MAK16	46	306
5211	GCV1	198	400
5212	YJR157W	1.28	120
5213	PST1	91.9	444
5214	YCR6C	1.49	157
5215	HIS3	17.3	220
5216	RGD1	40.7	666
5217	YBR174C	1.27	104
5218	PET54	8.71	293
5219	SAN1	3.65	610
5220	YOL103W-A	16.6	440
5221	DON1	1.25	365
5222	GLO3	77.9	493
5223	THP3	45.6	470
5224	INA22	48.8	216
5225	RSC2	46.1	889
5226	YNL284C-B	2.33	1755
5227	THI72	2.46	599
5228	ZNF1	1.55	465
5229	VMA2	1647	517
5230	RPS10B	390	105
5231	ALD3	208	506
5232	COS4	2.07	379
5233	TAN1	48.2	289
5234	ADF1	0.643	113
5235	YDL085C-A	61.2	68
5236	YHR054C	0.086	354
5237	PWP1	466	576
5238	VID28	2.28	921
5239	CCR4	45.2	837
5240	MRH4	8.97	561
5241	YHR218W	1.44	603
5242	YML045W-A	12.5	440
5243	AAD3	4.64	363
5244	RTS3	21.9	263
5245	MGL2	3.84	449
5246	YCR102W-A	1.43	65
5247	FUN30	88.7	1131
5248	MRPL1	96.9	285
5249	YFR006W	62.5	535
5250	VID30	17.5	958
5251	BIO4	1.78	237
5252	KCC4	4.98	1037
5253	RPG1	1264	964
5254	RSM23	69.3	450
5255	CWC21	8.7	135
5256	RKM5	4.98	367
5257	YPS3	1.96	508
5258	YMR272W-A	0.491	37
5259	PDE2	58.6	526
5260	IRC13	1.3	104
5261	MRPS9	9.06	278
5262	DAK1	471	584
5263	RAD24	7.26	659
5264	MRM2	1.71	320
5265	ULS1	3.29	1619
5266	PIM1	266	1133
5267	YCL042W	0.118	119
5268	INM2	5.4	292
5269	APA2	39.7	325
5270	PAN2	18.2	1115
5271	MSB3	7.31	633
5272	YER067C-A	0.343	107
5273	YIL055C	0.818	627
5274	SDD3	183	1037
5275	YKL071W	521	256
5276	IRC6	1.46	237
5277	HYR1	212	163
5278	YBR221W-A	0.128	34
5279	MATALPHA1	1.47	175
5280	SSA4	438	642
5281	ECM29	61.7	1868
5282	YKU80	7.02	629
5283	YHR095W	1.38	164
5284	STD1	3.28	444
5285	YPR204W	1.43	1032
5286	PRO3	918	286
5287	SER1	381	395
5288	CDC26	2.16	124
5289	COX12	99.6	83
5290	RPT1	158	467
5291	YJL182C	1.52	105
5292	YHL006W-A	0.25	117
5293	YOR1	45.6	1477
5294	VAC8	175	578
5295	ARL1	87.7	183
5296	ATG31	5.11	196
5297	RTT106	118	455
5298	GGC1	93.8	300
5299	YSA1	400	231
5300	HSP150	108	413
5301	CPR3	115	182
5302	YNL324W	1.77	131
5303	GPI16	41.3	610
5304	NTG1	2.27	399
5305	RRP6	42.1	733
5306	MTE1	2.09	271
5307	MRX5	10	382
5308	GPI8	27.7	411
5309	NTH1	71.4	751
5310	MRPL33	28.5	86
5311	YAP1802	63.3	568
5312	RRP46	150	223
5313	DFG10	1.68	253
5314	NUP42	2.47	430
5315	SWM2	14	146
5316	ILV5	7965	395
5317	YDL241W	8.77	123
5318	MCM21	8.46	368
5319	PRP4	17.2	465
5320	SDP1	2.21	209
5321	PET18	4.05	215
5322	AXL1	10.2	1208
5323	ORC4	48.7	529
5324	CHA4	4.69	648
5325	RPL19B	2357	189
5326	YGL258W-A	2.35	77
5327	YDR210C-D	4.29	1755
5328	YGR015C	2.22	328
5329	SSY1	2.02	852
5330	MOG1	29.9	218
5331	SRP68	133	599
5332	SNG1	1.44	547
5333	YNR075C-A	0.984	30
5334	YGL109W	0.002	107
5335	TMA108	106	946
5336	HST3	4.32	447
5337	YJL225W-A	0.007	160
5338	YCL065W	1.52	122
5339	EFT2	2971	842
5340	DLT1	9.65	342
5341	SEC24	83.3	926
5342	SAS10	22	610
5343	YNL010W	345	241
5344	YER010C	7.96	234
5345	ENB1	4.44	606
5346	YCR090C	70.3	182
5347	SLD2	6.47	453
5348	YMR194C-A	1.51	74
5349	CBP1	24.3	654
5350	YKR051W	0.006	418
5351	PAU23	1.8	124
5352	YJL169W	36.6	122
5353	ESC1	9.8	1658
5354	COA6	34.3	104
5355	AMS1	21.6	1083
5356	YER147C-A	0.171	136
5357	YOL035C	1.48	100
5358	CIA1	40.7	330
5359	YFL002W-B	2.99	438
5360	KAR2	2906	682
5361	ETT1	201	412
5362	CDC19	14914	500
5363	GAS5	119	484
5364	PCD1	3.14	340
5365	CSE2	13.4	149
5366	NSI1	5.52	570
5367	MSL1	8.11	111
5368	YNG1	7.74	219
5369	FMP25	5.88	583
5370	AGA2	8.33	87
5371	KTR3	30.1	404
5372	CUS2	12.8	285
5373	GEM1	0.406	662
5374	ATM1	32.8	690
5375	SLD3	3.08	668
5376	SCJ1	75.6	377
5377	YLL044W	1.43	148
5378	YLR184W	1.63	115
5379	YOR142W-B	4.5	1755
5380	RXT3	31.1	294
5381	VPS36	19.3	566
5382	YHR137C-A	0.025	216
5383	GAD1	44.9	585
5384	RPL29	939	59
5385	LOS1	41.5	1100
5386	YPR195C	0.087	109
5387	BMH2	1005	273
5388	SSF2	20	453
5389	YPR071W	2.57	211
5390	YIL165C	37.4	119
5391	KIN3	0.328	435
5392	YER190C-B	0.006	160
5393	FPR2	321	135
5394	RPL34B	793	121
5395	RFA2	531	273
5396	ATP20	185	115
5397	SHU2	1.34	223
5398	RPS9B	2167	195
5399	AAD16	1.53	152
5400	MSN1	5.27	382
5401	MSS11	2.1	758
5402	YGR176W	1.78	115
5403	SEC10	39.9	871
5404	AIM26	1.29	118
5405	YKR023W	29.8	530
5406	PAN6	92	309
5407	YOR329W-A	0.183	69
5408	CCL1	77.5	393
5409	YER088W-B	0.21	48
5410	ADH2	347	348
5411	ART10	8.26	518
5412	BRE2	12	505
5413	NNT1	77.2	261
5414	STP2	45.4	541
5415	PHO91	59.4	894
5416	SAP30	12.2	201
5417	REF2	70.8	533
5418	TPK1	47.8	397
5419	ELP4	8.85	456
5420	BFA1	9.99	574
5421	ELG1	2.3	791
5422	UBC6	16.4	250
5423	PPG1	16.9	368
5424	BOL1	5.59	110
5425	MRP10	4.42	95
5426	NAS6	38.9	228
5427	SMP3	1.51	516
5428	RPP0	1322	312
5429	RPS10A	707	105
5430	YGR053C	2.8	283
5431	COQ8	20.6	501
5432	YNL050C	4.69	270
5433	AIM4	2.89	123
5434	TRI1	20.9	226
5435	THI6	2.02	540
5436	UFD1	82.1	361
5437	SCP160	681	1222
5438	DAK2	1.5	591
5439	YHL017W	119	532
5440	ISR1	5.13	443
5441	MAD1	33	749
5442	YBR225W	8.32	900
5443	YDL172C	2.52	159
5444	KIP1	2.55	1111
5445	YOR293C-A	0.013	49
5446	MLC2	16.5	163
5447	MRPL28	62.9	147
5448	YMR193C-A	1.34	128
5449	PPR1	1.74	904
5450	MGT1	1.57	188
5451	LSC2	204	427
5452	SDH5	42.7	162
5453	NVJ1	25.5	321
5454	YBR090C	71.6	122
5455	MTG2	3.13	518
5456	VPS71	2.09	280
5457	OGG1	30.5	376
5458	ERD2	106	219
5459	YCR061W	2.15	631
5460	NOT3	53.7	836
5461	ERG13	1260	491
5462	ISA2	26	185
5463	SLH1	8.94	1967
5464	YNL011C	9.49	444
5465	YOL024W	1.8	172
5466	PFY1	216	126
5467	SLY1	99.8	666
5468	ARG2	3.38	574
5469	CDC21	27.5	304
5470	TFC6	10.2	672
5471	FAS2	1356	1887
5472	IMO32	67.5	342
5473	NUP120	27.8	1037
5474	URA7	672	579
5475	TIF3	454	436
5476	QNS1	38.1	714
5477	NEW1	562	1196
5478	SRB6	24.1	121
5479	TOM71	64.6	639
5480	SPS4	1.36	338
5481	RUP1	93.2	671
5482	SCS2	158	244
5483	YPR084W	1.64	456
5484	YIL163C	1.61	117
5485	RIM2	16.6	377
5486	INM1	61.2	295
5487	DPM1	139	267
5488	YER137C-A	19.1	440
5489	VMA22	9.07	181
5490	RPS4B	2495	261
5491	YKR075C	19.5	307
5492	UBC11	14.3	156
5493	NGG1	24.9	702
5494	RPP1B	1264	106
5495	COX18	5.51	316
5496	NRK1	20.2	240
5497	HOS3	42.9	697
5498	TRM10	42.7	293
5499	YBR121C-A	0.183	52
5500	YLR294C	0.148	109
5501	ROG3	1.48	733
5502	PEX30	44.8	523
5503	YNL226W	1.48	136
5504	IRC22	114	225
5505	KRE33	134	1056
5506	YJR015W	10	510
5507	MNN11	56.7	422
5508	SSK1	19.6	712
5509	MON2	59.5	1636
5510	YGR114C	1.7	129
5511	FMP27	15.6	2628
5512	VAM3	4.73	283
5513	RPL9B	2440	191
5514	TFB5	3.74	72
5515	GCN3	197	305
5516	PRE8	248	250
5517	TPO5	2.68	618
5518	YBL112C	1.31	105
5519	SMD3	4.43	101
5520	DUN1	42.4	513
5521	PRP9	31	530
5522	MCM6	130	1017
5523	MAL11	9.62	616
5524	RAP1	71.8	827
5525	YLR379W	1.68	124
5526	RSM26	40.8	266
5527	CMD1	251	147
5528	YPR053C	1.4	151
5529	CLN2	13	545
5530	YNR014W	29.7	212
5531	BRR6	7.18	197
5532	TFB3	30.2	321
5533	FUB1	4.04	250
5534	RGS2	2.18	309
5535	YKL018C-A	10.4	99
5536	MXR2	10.9	168
5537	DUT1	61.6	147
5538	THP2	32.9	261
5539	NFU1	179	256
5540	FMP41	51.3	259
5541	SRD1	16.1	221
5542	ARV1	2.46	321
5543	YDR544C	1.75	142
5544	YCR013C	0.225	215
5545	KNH1	0.14	268
5546	YER186C	1.39	306
5547	SPO12	8.48	173
5548	SRO9	346	434
5549	HNT3	4.63	217
5550	HIS1	270	297
5551	MRP2	0.498	115
5552	DSS1	10.9	969
5553	RIB1	104	345
5554	SKN7	21.1	622
5555	TOP1	89.2	769
5556	STL1	0.06	569
5557	YBL108W	1.29	101
5558	GIP3	31.5	1276
5559	IWR1	12	353
5560	ECM3	2.03	613
5561	RPS19B	1063	144
5562	YLR419W	40.9	1435
5563	VPS73	1.68	486
5564	YHR125W	1.29	101
5565	POL12	87.3	705
5566	TPN1	9.73	579
5567	CIR2	434	631
5568	HEM15	263	393
5569	CYB5	212	120
5570	BUR6	77.9	142
5571	HOC1	74.8	396
5572	YCR016W	70.6	290
5573	ISC10	1.52	267
5574	TRS65	13.4	560
5575	UTR2	68	467
5576	IRR1	36.3	1150
5577	L9001	1.36	183
5578	SNF3	1.41	884
5579	SKG6	23	734
5580	CSM2	4.92	213
5581	SWC5	15	303
5582	DPH1	29.7	425
5583	PHD1	12.3	366
5584	YPR099C	1.1	118
5585	HTL1	54.6	78
5586	PEX5	20.6	612
5587	COF1	717	143
5588	HAT1	16	374
5589	ERR1	10.5	437
5590	PAC11	6.49	533
5591	YNL114C	1.5	123
5592	FCY1	394	158
5593	PPH22	52.8	377
5594	RMI1	12.3	241
5595	MRX9	13.2	420
5596	ARO1	488	1588
5597	CBS2	18.7	389
5598	YER090C-A	8.51	29
5599	PRP11	27.7	266
5600	RRT6	1.39	311
5601	IRC20	2.97	1556
5602	RHO1	122	209
5603	RGI2	40.1	164
5604	EFM5	112	248
5605	YNL234W	6.39	426
5606	DNL4	3.67	944
5607	TMS1	15	473
5608	CFD1	10.2	293
5609	ASF2	15.2	525
5610	MUM3	0.107	479
5611	GLE2	31.9	365
5612	YHR056W-A	0.024	144
5613	SLT2	71.3	484
5614	POP2	41	433
5615	RPS1A	1739	255
5616	GPI19	7.73	140
5617	RPT6	238	405
5618	YJR056C	16.8	236
5619	AVT6	1.22	448
5620	AAT2	392	418
5621	YCK3	37.7	524
5622	FRS1	476	595
5623	LAA1	56.2	2014
5624	FMP46	20.9	133
5625	TMA19	1310	167
5626	YHR130C	1.24	111
5627	DID2	124	204
5628	CSS3	1.46	171
5629	LAC1	41.3	418
5630	YBR109W-A	0.051	74
5631	SPT15	49.4	240
5632	SHH4	1.79	168
5633	OAC1	131	324
5634	GRX4	62.4	244
5635	MSN4	3.12	630
5636	EFR3	61	782
5637	TUB4	72.2	473
5638	ARO3	279	370
5639	LSB1	44.3	241
5640	SYT1	5.7	1226
5641	CSS1	2.79	995
5642	RRP36	6.43	300
5643	TOG1	1.59	794
5644	FLC2	25.8	783
5645	YLR126C	31.5	251
5646	OST6	11.4	332
5647	OPI11	0.475	117
5648	IDP3	5.26	420
5649	HSH49	28	213
5650	CAF4	8.77	643
5651	MIC12	37	106
5652	PHM8	3.34	321
5653	KAP122	84.4	1081
5654	YBR220C	3.01	560
5655	MAN2	1.65	502
5656	JLP1	2.22	412
5657	BNA2	10.6	453
5658	ELP3	57.4	557
5659	MNN2	130	597
5660	YML079W	39.7	201
5661	FRM2	2.16	193
5662	COX2	26.4	251
5663	YBR013C	10.4	129
5664	KGD2	118	463
5665	PRP45	17.6	379
5666	YPK9	12.3	1472
5667	YNL171C	0.024	122
5668	TGL2	3.18	326
5669	ARX1	464	593
5670	IRC14	1.64	113
5671	RIM15	1.93	1770
5672	ZRT1	71.9	376
5673	RRP15	123	250
5674	PNG1	43.5	363
5675	FYV7	28.4	151
5676	CNN1	14.4	361
5677	IBD2	3.01	351
5678	THO1	116	218
5679	ECM25	31.1	599
5680	RLF2	21.8	606
5681	RGA1	4.02	1007
5682	RPB8	95.9	146
5683	STI1	1152	589
5684	NNR2	48.1	337
5685	YNR064C	1.48	290
5686	SCD6	51.3	349
5687	IMH1	81.5	911
5688	NUT2	48.1	157
5689	CAB5	20.7	241
5690	ZIM17	29.6	174
5691	MRM1	25.6	412
5692	MRPL8	59	238
5693	SEN2	4.49	377
5694	FTR1	111	404
5695	YHR071C-A	0.099	106
5696	SAR1	59.3	190
5697	MTF1	69.9	341
5698	YPL283W-A	0.508	191
5699	PXP1	4.29	560
5700	SPR6	1.82	191
5701	YJR011C	27.1	261
5702	VAN1	42.6	535
5703	CIN1	10.8	1014
5704	YAR019W-A	0.041	110
5705	UBS1	1.41	277
5706	GEP7	4.72	287
5707	MPT5	25.7	859
5708	RSC6	34.6	483
5709	ENT5	93.1	411
5710	YCL020W	3.15	438
5711	YGR161W-B	1.08	1770
5712	RHO4	4.46	291
5713	YLR345W	38.8	509
5714	YSR3	1.42	404
5715	HOL1	10.1	586
5716	SPS2	1.79	502
5717	L9354.3	1.81	139
5718	ROD1	13.7	837
5719	GLG1	1.8	616
5720	ARC1	1016	376
5721	ESC8	4.87	714
5722	RRN3	1.38	627
5723	MDM34	5.25	459
5724	MMM1	18.3	426
5725	RPM2	22.6	1202
5726	MIX14	8.3	121
5727	YEL067C	1.97	195
5728	YDR018C	1.45	396
5729	SMX2	28.7	77
5730	YJL045W	35.3	634
5731	TRL1	95.6	827
5732	TRM8	51.1	286
5733	SAT4	8.59	603
5734	HFD1	39.3	532
5735	YLR282C	9.92	113
5736	SPC42	8.97	363
5737	YBL036C	128	257
5738	YLR042C	131	161
5739	NPY1	18.6	384
5740	GYP8	6.3	497
5741	YLR140W	0.042	108
5742	DCD1	12.6	312
5743	SCP1	20.7	200
5744	CDS1	47	457
5745	YLR363W-A	72.4	85
5746	YNL285W	1.33	123
5747	PFK26	16.7	827
5748	DOP1	43.4	1698
5749	RPC82	76	654
5750	DCR2	16.4	578
5751	PCC1	10.7	88
5752	BUB1	4.64	1021
5753	SUI3	206	285
5754	TOM1	34.8	3268
5755	L9354.4	0.023	110
5756	SPC3	73.2	184
5757	YPR177C	1.44	123
5758	VPS29	62.2	282
5759	MRP21	11.2	177
5760	RSC58	482	502
5761	YLR466C-A	0.006	160
5762	HEM2	193	342
5763	MRX11	1.67	207
5764	CAM1	658	415
5765	NIT3	87.2	291
5766	SEY1	93.1	776
5767	DUS1	49.8	423
5768	ALY2	11.9	1046
5769	CWH43	14.8	953
5770	IMA4	0.045	589
5771	GDS1	17.4	522
5772	ARC40	71.1	384
5773	DUS3	90.8	668
5774	YGR210C	99.9	411
5775	YPL034W	1.44	165
5776	ATP15	158	62
5777	YJR087W	108	116
5778	OYE2	428	400
5779	CCT7	259	550
5780	RKM1	55.4	583
5781	IBA57	22.9	497
5782	XPT1	12.4	209
5783	MAP2	56	421
5784	YJL026C-A	0.749	73
5785	ECO1	2.28	281
5786	SSK2	5.84	1579
5787	HPC2	6.01	625
5788	RMA1	2.19	430
5789	FPR4	194	392
5790	SCO1	29.3	295
5791	MAM3	56.7	706
5792	CDC60	1712	1090
5793	PEP5	20.7	1029
5794	PET122	5.57	254
5795	ERG29	35.3	237
5796	PCF11	54.5	626
5797	CDH1	1.37	566
5798	YDR338C	3.32	695
5799	DSE2	0.759	325
5800	DDC1	2.41	612
5801	ARO4	995	370
5802	YDL183C	5.08	320
5803	MHR1	64.8	226
5804	YHL041W	1.48	149
5805	INO80	70.7	1489
5806	HXT16	0.021	567
5807	TRS130	7.53	1102
5808	ADK1	1917	222
5809	EBP2	49.8	427
5810	ISU2	88.4	156
5811	TVP18	40.9	167
5812	RPN6	367	434
5813	BNA6	43.6	295
5814	PUS5	1.48	254
5815	GYL1	29.4	720
5816	FZO1	77.3	855
5817	STF2	125	84
5818	FUR4	1.39	633
5819	TRZ1	65.7	838
5820	TFB2	70.4	513
5821	ULA1	1.51	462
5822	YKL162C-A	1.45	50
5823	MPS1	2.97	764
5824	YHR028W-A	0.004	106
5825	YPR202W	1.47	238
5826	ABP140	199	628
5827	PET100	11	111
5828	TRM82	84.8	444
5829	STP22	9.27	385
5830	MGR2	3.36	113
5831	YLR434C	1.43	127
5832	VAC7	2.59	1165
5833	SSL2	20.7	843
5834	RRP45	85.1	305
5835	KDX1	4.34	433
5836	PHB1	98.7	287
5837	UPS3	6.89	179
5838	LYS5	6.16	272
5839	IOC2	61.6	812
5840	PTC3	191	468
5841	DPB3	7.76	201
5842	PRM15	114	622
5843	CTF19	14.6	369
5844	YCP4	245	247
5845	DAP2	19.5	818
5846	YFL013W-A	1.64	267
5847	YJL220W	0.024	150
5848	HIR2	16.1	875
5849	YPR172W	24.3	200
5850	CKA2	122	339
5851	RRP9	79.3	573
5852	YPR108W-A	0.236	70
5853	MPA43	8.63	542
5854	YML131W	20.2	365
5855	CBF2	14	956
5856	YBR062C	2.77	180
5857	MED6	46.7	295
5858	MF(ALPHA)1	0.666	165
5859	VPS5	76.6	675
5860	RPL31A	534	113
5861	PRP43	242	767
5862	SPC72	25.3	622
5863	IDH2	530	369
5864	YKL107W	1.58	309
5865	YIL002W-A	4.29	69
5866	COP1	600	1201
5867	YMR082C	1.22	118
5868	YKL091C	31.4	310
5869	TAO3	7.28	2376
5870	YBR285W	3.86	144
5871	BCK2	2.27	851
5872	RNR4	1657	345
5873	KEL3	60.9	651
5874	SLM4	50.6	162
5875	YFR057W	1.64	151
5876	FIN1	2.42	291
5877	YPR092W	1.65	101
5878	SMY2	58.8	740
5879	CHS6	11.8	746
5880	GRC3	0.17	632
5881	TAL1	2188	335
5882	TRF5	17.1	642
5883	JLP2	23.9	208
5884	FRT1	2.91	602
5885	YCR022C	1.72	114
5886	PRO2	249	456
5887	CUP1-2	56.1	61
5888	GPA1	140	472
5889	COY1	46.2	679
5890	TPC1	1.62	314
5891	FYV4	33.6	130
5892	TPK3	23.1	398
5893	YNL033W	4.21	284
5894	SNA3	148	133
5895	FCY2	193	533
5896	RIO1	11.9	484
5897	VIP1	141	1146
5898	FOL3	25.6	427
5899	YBR209W	1.21	105
5900	YGR017W	54	297
5901	YDR290W	1.3	109
5902	TCD1	127	429
5903	CRR1	1.33	422
5904	ASH1	15.1	588
5905	ADE2	161	571
5906	CMK2	124	447
5907	YMR316C-A	1.32	103
5908	BAS1	8.9	811
5909	YLR076C	0.251	140
5910	ELC1	7.75	99
5911	AFT2	2.08	416
5912	YKL106C-A	1.36	39
5913	YOR289W	47.7	251
5914	RBG2	280	368
5915	NEJ1	4.54	342
5916	YPR097W	35.9	1073
5917	YJU2	21.4	278
5918	YOL131W	1.97	108
5919	UMP1	20.5	148
5920	MNE1	15.8	663
5921	CDC39	126	2108
5922	YPL238C	0.065	129
5923	YOR131C	20	218
5924	YDL240C-A	1.16	45
5925	TPM1	237	199
5926	SEN34	2.45	275
5927	ARG82	21.4	355
5928	RRT12	1.51	491
5929	SPI1	5.35	148
5930	YMR045C	2.05	1755
5931	PRM2	4.41	656
5932	SWA2	32.1	668
5933	YEF1	3.65	495
5934	OSH3	19.3	996
5935	DUG1	425	481
5936	NOP4	138	685
5937	HAL5	7.13	855
5938	CAN1	75.9	590
5939	NDI1	141	513
5940	YOR161C-C	21.5	48
5941	RVS167	221	482
5942	AXL2	13.4	823
5943	PEX31	3.97	462
5944	YBR230W-A	0.206	66
5945	YDL094C	1.75	169
5946	CCT2	114	527
5947	MDM38	144	573
5948	YDR114C	1.52	100
5949	ECM38	10.8	660
5950	MID1	25.6	548
5951	YJR128W	1.72	119
5952	GID7	12.4	745
5953	YAR060C	2.72	111
5954	RPS9A	1402	197
5955	COX13	14.9	129
5956	FUN26	15	517
5957	KTR6	55.2	446
5958	CCT8	149	568
5959	POM152	106	1337
5960	ADR1	11.4	1323
5961	YLR278C	10.2	1341
5962	VPS13	57.7	3144
5963	YOR073W-A	0.106	77
5964	OST4	145	36
5965	YMR187C	1.44	431
5966	SFI1	7.38	946
5967	MIC19	96.5	170
5968	YSC83	4.36	385
5969	YPR147C	25.3	304
5970	MSB2	34.9	1306
5971	YKR015C	2.15	568
5972	MSE1	22.8	536
5973	VPS21	144	210
5974	MRPL9	41.2	269
5975	ZRG17	5.85	605
5976	YGR054W	73	642
5977	YBP2	37.8	641
5978	YCR25C	1.42	136
5979	CHS1	18.3	1131
5980	PRP8	14.9	2413
5981	TRM5	60.9	499
5982	YLR149C-A	1.58	28
5983	COQ11	33.1	277
5984	SAD1	5.74	448
5985	HUB1	35.3	73
5986	RBL2	59.9	106
5987	FAB1	4.04	2278
5988	SLX5	2.13	619
5989	MRPL6	65.6	214
5990	YDR476C	35.6	224
5991	PLC1	1.67	869
5992	PCA1	6.13	1216
5993	MMS21	23.5	267
5994	FIT3	0.663	204
5995	GRE1	5.12	168
5996	MRPL51	41.3	140
5997	RFC4	68.7	323
5998	KIN82	0.709	720
5999	ELA1	8.14	379
6000	YPR130C	1.4	135
6001	CLB2	11.6	491
6002	SBA1	511	216
6003	YOR199W	4.47	109
6004	RPH1	25.9	796
6005	NAT4	3.94	285
6006	SDH4	117	181
6007	PAU20	1.35	120
6008	RTG2	69.8	588
6009	RRT7	1.4	113
6010	CLC1	140	233
6011	VPS20	16.4	221
6012	LAM6	7.92	693
6013	TSC10	98	320
6014	UBR1	20.8	1950
6015	ELP6	10.9	273
6016	RNP1	1.6	249
6017	ARC18	216	178
6018	IRA1	10.3	3092
6019	YTA6	13.4	754
6020	YGR011W	0.141	108
6021	YPR169W-A	1.45	72
6022	ECM9	8.98	377
6023	THI80	31.3	319
6024	VMA21	29.1	77
6025	CPR2	5.64	205
6026	RNY1	7.91	434
6027	MAD2	11.8	196
6028	YJL156W-A	1.46	73
6029	MDM32	72.2	622
6030	YOL160W	1.48	113
6031	GDI1	303	451
6032	HSP42	98.6	375
6033	KTR1	102	393
6034	YFT2	1.98	274
6035	HRT3	2.26	344
6036	FLO5	0.183	1075
6037	YBL059W	8.17	193
6038	ERV15	1.94	142
6039	CLB3	8.47	427
6040	AIM44	2.15	758
6041	XYL2	2.13	356
6042	RCL1	123	367
6043	MNN10	59.6	393
6044	PET8	11.1	284
6045	BEM4	59	633
6046	TAD3	9.14	322
6047	MRS4	21.5	304
6048	NTR2	8.28	322
6049	ICT1	1.96	394
6050	YPL039W	1.3	316
6051	YMR122W-A	396	84
6052	ATG17	4.55	417
6053	UBP7	7.24	1071
6054	FPR1	666	114
6055	BTN2	6.05	410
6056	SWS2	9.46	143
6057	HMRA2	1.28	119
6058	HAM1	104	197
6059	ANY1	16.2	405
6060	AMA1	1.36	593
6061	STE4	134	423
6062	APC5	3.77	685
6063	RPS0A	859	252
6064	BNI1	16.7	1953
6065	YEL009C-A	0.375	135
6066	RIM4	4.78	713
6067	YIL177C	1.47	1758
6068	YPR142C	0	187
6069	MFT1	78	392
6070	YPR126C	1.72	102
6071	YKR078W	11.8	585
6072	AAT1	71.7	451
6073	HER2	6.74	464
6074	ERP4	69.5	207
6075	GAL7	2.07	366
6076	HOP2	1.38	218
6077	YPK1	75.4	680
6078	MSM1	29	575
6079	YDR524C-B	0.122	66
6080	ATP14	223	124
6081	MED4	41.1	284
6082	COX8	39.7	78
6083	APS3	27	194
6084	LCL1	1.31	101
6085	MST1	16.6	462
6086	KCS1	43.6	1050
6087	GYP5	27.5	894
6088	YAL056C-A	0.102	116
6089	POG1	7.21	351
6090	YPR197C	1.89	187
6091	ATG21	43.3	496
6092	YGR115C	0	259
6093	BCH2	35.7	765
6094	SCW11	169	542
6095	TUS1	2.11	1307
6096	BUD21	25.2	214
6097	AI4	0.428	556
6098	MFG1	8.95	458
6099	YOR192C-C	0.07	78
6100	YMR295C	264	197
6101	SRX1	11.2	127
