mouse	human
Q3TQB2	Q96CU9
Q3TQF0	Q5XUX0
Q3TQI7	Q9NZ63
Q3TQQ9	Q9NSG2
Q3TR08	Q9H6D8
Q3TR54	Q9BYG8
Q3TRJ4	Q7Z3Y9
Q3TRM4	Q8IY17
Q3TRM8	P52790
Q3TRR0	Q49MG5
Q3TSG4	Q6P6C2
Q3TT38	Q9H6K1
Q3TT99	Q6W3E5
Q3TTA7	Q13191
Q3TTC2	O15391
Q3TTI8	A6NCN8
Q3TTJ4	Q96LL4
Q3TTL0	Q5JPI3
Q3TTP0	Q9BZQ2
Q3TTY0	Q6P1J6
Q3TUA9	Q9H5K3
Q3TUF7	Q9ULM3
Q3TUH1	Q96BW9
Q3TUL7	Q5H9S7
Q3TUU5	Q5JUR7
Q3TV65	Q8N594
Q3TV70	Q86WQ0
Q3TVA9	Q96JN2
Q3TVC7	O95273
Q3TVI4	Q96MH2
Q3TVI8	Q96AQ6
Q3TVP5	Q9NUU6
Q3TVW5	Q9BT92
Q3TW96	Q3KQV9
Q3TWF6	Q9NW82
Q3TWI9	Q5T3F8
Q3TWL2	Q86T03
Q3TWN3	Q9H8M5
Q3TWW8	Q13247
Q3TX08	Q9NXH9
Q3TX51	Q86X40
Q3TXS7	Q99460
Q3TXT3	Q9NRY2
Q3TXU5	P49366
Q3TXX3	Q5T4F4
Q3TXX4	Q9P2U7
Q3TXZ1	Q86XF7
Q3TY60	Q86XD5
Q3TY65	Q8NDH6
Q3TY86	Q96NN9
Q3TY92	Q96DN6
Q3TYA6	Q99549
Q3TYD4	Q96EG1
Q3TYD6	Q8IWU2
Q3TYE7	Q6ZRR5
Q3TYG6	Q6ZUX3
Q3TYL0	
Q3TYP4	A6NKF7
Q3TYR5	A6NFK2
Q3TYS2	Q9BQA9
Q3TYU2	Q4VNC0
Q3TYV2	C9JL84
Q3TYX2	Q8ND94
Q3TYX3	Q6GMV2
Q3TYX8	Q6ZNE9
Q3TZ65	Q3SX64
Q3TZ87	Q86YJ5
Q3TZ89	Q9NQW1
Q3TZA2	Q5MAI5
Q3TZI6	Q5T5M9
Q3TZM9	Q2TAA5
Q3TZW0	Q19T08
Q3TZX3	Q9BSK2
Q3TZX8	Q5SY16
Q3TZZ7	A0FGR8
Q3U034	Q8N3J2
Q3U095	Q96DL1
Q3U0B3	Q6UWP2
Q3U0D9	Q8IYU2
Q3U0J8	Q9UPU7
Q3U0K8	Q8N543
Q3U0L2	A6NCL7
Q3U0M1	Q96Q05
Q3U0P1	Q86YC2
Q3U0S6	Q5U651
Q3U0V1	Q92945
Q3U0V2	Q15628
Q3U0X8	P40200
Q3U0Y2	Q8NCS4
Q3U108	Q03989
Q3U128	Q8J025
Q3U129	Q67FW5
Q3U132	A2RU30
Q3U133	Q6NUN9
Q3U145	Q6YI46
Q3U155	Q6PII3
Q3U182	Q53ET0
Q3U186	Q5T160
Q3U1C6	Q17R31
Q3U1D0	Q8NG48
Q3U1D9	A7E2U8
Q3U1F9	Q9NWQ8
Q3U1G5	Q9H9L3
Q3U1J0	Q8WUX1
Q3U1J1	P0C1Z6
Q3U1J4	Q16531
Q3U1N2	Q12772
Q3U1T3	Q5PSV4
Q3U1T9	Q6P3S1
Q3U1U7	A9YTQ3
Q3U1V6	Q8IX04
Q3U1V8	P80192
Q3U1Y4	O75064
Q3U1Z5	Q9Y4H4
Q3U213	Q96JX3
Q3U214	O60307
Q3U269	Q5T7W7
Q3U276	A6NFY7
Q3U284	Q9H6L2
Q3U285	Q8N3X6
Q3U288	Q8N1W2
Q3U2A8	Q5ST30
Q3U2C5	Q8NC42
Q3U2E2	Q9UJ78
Q3U2I3	Q8N612
Q3U2J5	Q7Z624
Q3U2K5	Q6B0I6
Q3U2P1	O95486
Q3U2S8	Q96D96
Q3U2U7	Q9H7H0
Q3U2V3	Q6ZVK8
Q3U308	Q2VPK5
Q3U319	O75150
Q3U381	Q9BU19
Q3U3C9	Q14687
Q3U3D7	A2VDJ0
Q3U3E2	Q6P1L5
Q3U3F9	Q9UJ42
Q3U3I9	P0CJ78
Q3U3N0	Q8N344
Q3U3N6	Q96N21
Q3U3Q1	Q6PHR2
Q3U3R4	Q96S06
Q3U3S3	Q8N0S6
Q3U3T8	O43379
Q3U3V8	Q6P2D8
Q3U3W5	Q6P2P2
Q3U410	Q9UJP4
Q3U435	Q9NPA2
Q3U481	Q6NUT3
Q3U487	Q5T447
Q3U492	Q6ZWJ8
Q3U497	A8K4G0
Q3U4B4	Q5VXI9
Q3U4G0	Q9Y2V0
Q3U4G3	Q8NBI6
Q3U4H6	Q8WVB3
Q3U4I7	Q8N2H3
Q3U4N7	Q9H665
Q3U507	Q9BXC1
Q3U515	Q96DN2
Q3U564	Q8IZD4
Q3U5C7	Q96MT3
Q3U5C8	Q5VV41
Q3U5F4	Q86U90
Q3U5Q7	Q5EBM0
Q3U6B2	P32249
Q3U6K5	Q9NWH7
Q3U6N9	Q9H7E9
Q3U6Q4	Q5UE93
Q3U6U5	O43824
Q3U7R1	Q9BSJ8
Q3U7U3	Q9Y3I1
Q3U7U4	Q8NEQ5
Q3U821	Q8IWA0
Q3U827	Q86T96
Q3U829	O43299
Q3U898	Q8WXC6
Q3U8K7	Q4FZB7
Q3U962	P05997
Q3U9F6	Q96A37
Q3U9G9	Q14739
Q3U9N9	Q8TF71
Q3UA06	Q15645
Q3UA16	Q9HBM1
Q3UA37	Q2TAL8
Q3UAW9	Q9HAW0
Q3UB74	Q3YBR2
Q3UBG2	Q7Z2X4
Q3UBX0	Q9BVC6
Q3UBZ5	A9UHW6
Q3UCQ1	Q01167
Q3UCV8	Q96BN8
Q3UD01	Q96GX2
Q3UD82	Q8N3A8
Q3UDE2	Q14166
Q3UDF0	Q9UGQ3
Q3UDK1	O14545
Q3UDP0	Q9HAD4
Q3UDR8	Q9GZM5
Q3UDW8	Q68CP4
Q3UE17	Q86XN8
Q3UE31	Q6ICG6
Q3UE37	Q9H832
Q3UEB3	Q9UHX1
Q3UEG6	Q9BYV1
Q3UEI1	Q08493
Q3UEN2	Q86V20
Q3UES3	Q9H2K2
Q3UEZ8	Q96EP9
Q3UF25	
Q3UF64	Q96EX2
Q3UFB2	Q9NWK9
Q3UFB7	P04629
Q3UFD7	O14843
Q3UFF7	Q5VWZ2
Q3UFJ6	Q6ZMB5
Q3UFK8	Q9BZ67
Q3UFM5	Q5C9Z4
Q3UFQ8	Q8ND23
Q3UFS0	Q9C0D3
Q3UFS4	Q8N954
Q3UFT3	Q9H706
Q3UFY0	Q96EU6
Q3UFY4	Q86UC2
Q3UFY7	Q969T7
Q3UFY8	Q7L0Y3
Q3UG20	Q8IZD2
Q3UG50	Q96LB1
Q3UG61	Q96LB1
Q3UG98	Q9BTE0
Q3UGC7	O75822
Q3UGF1	Q8NEZ3
Q3UGP8	Q5BKT4
Q3UGP9	Q96CX6
Q3UGR5	Q9H0R4
Q3UGS4	C9JLW8
Q3UGX3	Q8N9F0
Q3UGY8	Q5TH69
Q3UH06	Q92766
Q3UH53	Q7Z5N4
Q3UH60	Q9P265
Q3UH66	Q9Y3S1
Q3UH68	Q9UPQ0
Q3UH93	Q9Y4D7
Q3UH99	Q6ZSJ9
Q3UHA3	Q96JI7
Q3UHB1	Q86UY8
Q3UHB8	Q9NQR7
Q3UHC0	Q9HCJ0
Q3UHC2	Q38SD2
Q3UHC7	Q5VWQ8
Q3UHD1	O14514
Q3UHD2	Q9NXC2
Q3UHD3	Q5JR59
Q3UHD6	Q96L92
Q3UHD9	Q99490
Q3UHE1	Q9BZ71
Q3UHF3	Q7Z3K6
Q3UHF7	P31629
Q3UHG7	A4D1U4
Q3UHH1	A7E2V4
Q3UHH2	A1A5C7
Q3UHH8	Q4G148
Q3UHI0	Q9H7U1
Q3UHI4	Q6PL24
Q3UHJ0	Q2M2I8
Q3UHJ8	Q7L0R7
Q3UHK1	Q96QE2
Q3UHK3	Q4ZG55
Q3UHK6	Q6N022
Q3UHK8	Q8NDV7
Q3UHL1	Q8NCB2
Q3UHN9	P52848
Q3UHQ6	Q9Y3R5
Q3UHR0	Q9P281
Q3UHU5	Q9Y4B5
Q3UHV4	A6NMA1
Q3UHX0	Q76FK4
Q3UHX2	Q13442
Q3UHX9	Q5T280
Q3UHZ5	Q6P5Q4
Q3UI43	Q9NWV8
Q3UI66	Q96HJ3
Q3UIA2	Q68EM7
Q3UIJ9	P0CAP1
Q3UIK4	Q9HCE5
Q3UIL6	Q6IQ23
Q3UIR3	Q8TDB6
Q3UIU2	O95139
Q3UIW5	Q8N5U6
Q3UIW8	P0DH78
Q3UIZ8	Q32MK0
Q3UJ81	Q8N9A8
Q3UJB3	A6NHZ5
Q3UJB9	Q6P2E9
Q3UJC8	Q96MH7
Q3UJD6	O94966
Q3UJF0	Q9Y2T6
Q3UJK4	Q9BX10
Q3UJP5	Q96NL8
Q3UJU9	Q96TC7
Q3UJV1	Q9Y6R9
Q3UJZ3	Q9H6L4
Q3UK10	Q9BPU9
Q3UK37	Q86SX3
Q3UK78	Q86SE9
Q3UKC1	Q86VP1
Q3UKJ7	Q2TAY7
Q3UKU1	O00472
Q3UKU4	Q8NEG4
Q3UKY7	A1L453
Q3UKZ7	P0DKL9
Q3UL36	Q9NWB6
Q3UL97	Q5U623
Q3ULA2	Q9Y297
Q3ULB5	Q9NQU5
Q3ULD5	Q9HCC0
Q3ULF4	Q9UQ90
Q3ULG3	Q8NEQ6
Q3ULJ0	Q8N335
Q3ULM0	Q9BWC9
Q3ULM6	Q5W0Q7
Q3ULW6	Q8N5R6
Q3ULW8	Q9Y6F1
Q3ULZ2	Q9C0D6
Q3UM18	Q9H089
Q3UM29	P83436
Q3UM45	Q15435
Q3UM83	A4D1S0
Q3UM89	Q6PJQ5
Q3UMB5	Q8TEV9
Q3UMB9	Q2M389
Q3UMC0	Q8NB90
Q3UME2	Q24JQ0
Q3UMF0	Q53SF7
Q3UMF9	Q5TGI0
Q3UMG5	Q5VUJ6
Q3UMM4	Q15131
Q3UMQ8	Q96HR8
Q3UMR0	Q96NW4
Q3UMR5	Q8NE86
Q3UMT1	Q9BZL4
Q3UMU9	Q7Z4V5
Q3UMW7	Q16644
Q3UMW8	O75503
Q3UMY5	Q9HC35
Q3UMZ3	Q8NEB5
Q3UN02	Q6UWP7
Q3UN04	Q70CQ3
Q3UN16	Q16538
Q3UN58	Q6NZ36
Q3UN70	Q96LU7
Q3UN90	A8MSI8
Q3UNB8	P0C7T8
Q3UND0	O75563
Q3UNH4	Q7Z2K8
Q3UNN8	Q8N7P1
Q3UNU4	A6NGS2
Q3UNW5	Q9NZI6
Q3UNX5	Q53FZ2
Q3UP23	Q6ZUK4
Q3UP24	Q9NPP4
Q3UP38	Q9BSW2
Q3UP44	P0CG21
Q3UP75	Q6NUS8
Q3UP87	P08246
Q3UPC7	Q8IV33
Q3UPE3	Q96E14
Q3UPF5	Q7Z2W4
Q3UPH7	Q8TER5
Q3UPI1	Q6UWH4
Q3UPL0	O94979
Q3UPL5	Q7Z7L8
Q3UPL6	Q8N5U1
Q3UPP8	Q96MT8
Q3UPR0	A0PJX4
Q3UPR7	Q8N9M5
Q3UPR9	Q8IVN8
Q3UPW2	P78545
Q3UPY5	Q8IW92
Q3UQ22	Q8WTR8
Q3UQ28	Q92626
Q3UQ41	Q6ZMR5
Q3UQ44	Q13576
Q3UQ84	Q9BW92
Q3UQA7	Q8IZQ5
Q3UQI9	Q4G0A6
Q3UQN2	Q0JRZ9
Q3UQS2	Q8N8F7
Q3UQS8	Q5T481
Q3UQU0	Q9H8M2
Q3UQV5	Q8NFY9
Q3UR32	P56373
Q3UR50	Q8N398
Q3UR70	Q8WUH2
Q3UR85	Q9Y2G1
Q3UR97	Q969T3
Q3URD2	Q8N4K4
Q3URD3	Q14BN4
Q3URE1	Q4G176
Q3URE8	P0C2S0
Q3URE9	Q7L985
Q3URF8	Q4G0X4
Q3URJ8	Q8N8D7
Q3URK1	Q86UF4
Q3URK3	Q8NFU7
Q3URQ0	Q9NXF1
Q3URQ7	Q2M296
Q3URR0	Q5EE01
Q3URR7	Q96SZ4
Q3URS3	A6NCL2
Q3URS9	Q96ER9
Q3URU2	Q9GZU2
Q3URV1	Q96NH3
Q3URY0	Q6ZR62
Q3URY2	A6NCL1
Q3URY6	Q8NEN0
Q3US16	Q8N8B7
Q3US17	Q96MX3
Q3US41	Q6NXG1
Q3USB7	Q15111
Q3USF0	Q6ZMB0
Q3USH1	Q6ZSG2
Q3USH5	Q12872
Q3USJ8	O94868
Q3USL1	Q8NEP7
Q3USQ7	A6NDD5
Q3USS3	Q96MC2
Q3UST5	Q6UX73
Q3USW5	Q8IWF2
Q3USY0	Q08AI6
Q3USZ8	Q8NDZ4
Q3UTA9	A6NMX2
Q3UTB7	Q6PIV2
Q3UTD9	Q7Z3B0
Q3UTH8	O43307
Q3UTJ2	O94875
Q3UTQ7	Q9NQV6
Q3UTQ8	O76039
Q3UTS8	Q1W4C9
Q3UTY6	Q6ZMP0
Q3UTZ3	Q8WVR3
Q3UU35	Q6IE36
Q3UU41	Q6UWF3
Q3UU67	Q6PIZ9
Q3UU94	A6NHS7
Q3UU96	Q5VT25
Q3UUA0	Q6ICI0
Q3UUE9	A6NFN9
Q3UUF8	A5PLL1
Q3UUG6	Q9ULP9
Q3UUI3	Q5T1C6
Q3UUJ4	Q7RTN6
Q3UUQ7	Q75T13
Q3UUV5	Q86WV1
Q3UUX7	Q504U0
Q3UUY6	Q8N271
Q3UV16	Q3MIP1
Q3UV17	Q01546
Q3UV31	E7ERA6
Q3UV48	A6NM36
Q3UV55	P20393
Q3UV70	Q9P0J1
Q3UV71	Q8IUR5
Q3UVC0	Q6VAB6
Q3UVD5	Q9HBX8
Q3UVG3	Q658Y4
Q3UVK0	Q7Z2K6
Q3UVL4	Q9UID3
Q3UVR3	Q6IQ55
Q3UVU3	Q6XR72
Q3UVV9	A6NCI4
Q3UVX5	P41594
Q3UVY1	Q86SP6
Q3UVY5	Q63HM2
Q3UW12	Q8IV77
Q3UW21	Q6UWE3
Q3UW26	Q075Z2
Q3UW31	Q6UY27
Q3UW41	Q8NEX5
Q3UW53	Q9BZQ8
Q3UW55	O95925
Q3UW68	Q6MZZ7
Q3UWA4	Q6P9F5
Q3UWA6	P25092
Q3UWM4	Q6ZMT4
Q3UWR2	Q5JSQ8
Q3UWW6	Q86XJ1
Q3UX10	A6NHL2
Q3UX43	Q8N6S4
Q3UX61	Q9BSU3
Q3UX62	Q96M63
Q3UX83	Q4AC99
Q3UXL4	Q2M2Z5
Q3UXZ6	Q8TBF8
Q3UXZ9	P29375
Q3UY23	Q9BRP7
Q3UY34	Q96C57
Q3UY51	Q6ZSA7
Q3UY90	Q9UFP1
Q3UY96	Q9C0B2
Q3UYC0	Q9ULR3
Q3UYG1	A6NGH7
Q3UYG8	A1Z1Q3
Q3UYH7	P35626
Q3UYI5	Q3MIN7
Q3UYI6	Q9BT04
Q3UYK3	Q6ZT07
Q3UYR4	Q6ZVH7
Q3UYV8	Q8N9W5
Q3UYV9	Q09161
Q3UZ01	Q96LT9
Q3UZ09	Q9NZP8
Q3UZ18	Q659A1
Q3UZ39	Q32MZ4
Q3UZ45	D6RGH6
Q3UZ57	Q5T1B0
Q3UZA1	Q6JBY9
Q3UZB0	Q6P1M9
Q3UZD5	Q9NQX0
Q3UZD7	Q96KD3
Q3UZP0	Q8N4S9
Q3UZP4	Q8NHG7
Q3UZV7	A8MWY0
Q3UZW7	Q96G04
Q3UZY0	A8K8P3
Q3UZZ4	Q6UX06
Q3V009	Q13445
Q3V016	Q8NE63
Q3V036	Q2M243
Q3V037	Q5TEZ5
Q3V038	Q92623
Q3V079	Q8ND07
Q3V080	Q96ND8
Q3V089	Q6ZP01
Q3V096	Q8N9B4
Q3V0B4	Q6ZU64
Q3V0C1	Q5H9K5
Q3V0C3	A6NNL0
Q3V0C3	Q8IVF1
Q3V0C5	Q86UV5
Q3V0E1	Q5VYM1
Q3V0F0	A6NJZ7
Q3V0F0	A6NNM3
Q3V0F0	Q9UFD9
Q3V0G7	Q5VVW2
Q3V0I2	Q8TB68
Q3V0J1	Q96Q45
Q3V0J4	Q8N9V6
Q3V0K9	Q14651
Q3V0L5	Q8N309
Q3V0M2	Q1X8D7
Q3V0P1	Q8N123
Q3V0Q1	Q6ZR08
Q3V0Q6	Q99932
Q3V0Q7	Q86WS5
Q3V0T4	Q13349
Q3V124	Q8N140
Q3V125	Q8TBZ0
Q3V129	Q96C45
Q3V132	Q9H0C2
Q3V140	Q8NEB7
Q3V188	P21128
Q3V1D3	P23109
Q3V1D5	Q8N8W4
Q3V1F8	Q9H6B9
Q3V1G4	Q68BL8
Q3V1H1	Q8WWK9
Q3V1H3	Q6MZM0
Q3V1H9	Q5TGI4
Q3V1I0	Q86SG7
Q3V1L4	P49902
Q3V1L6	A4FU01
Q3V1M1	Q6WRI0
Q3V1N1	Q9Y4C4
Q3V1N9	U3KPV4
Q3V1T4	Q32P28
Q3V1U8	Q8N336
Q3V1V3	Q9H501
Q3V209	Q71RG4
Q3V2A7	Q9H0J4
Q3V2C1	Q8IUG1
Q3V2D2	Q6UWT4
Q3V2J0	Q6ZTR7
Q3V2K1	A6NEN9
Q3V2Q8	Q5TBK1
Q3V2T4	P60985
Q3V300	Q14807
Q3V384	Q8WV93
Q3V3A1	Q96Q40
Q3V3A7	Q6ZRF8
Q3V3E1	P57075
Q3V3F6	Q6UWV2
Q3V3G7	Q8IUY3
Q3V3I2	A8MTJ3
Q3V3I5	Q0P5P2
Q3V3K7	Q6ZNI0
Q3V3N7	Q8NFJ9
Q3V3Q4	Q16666
Q3V3Q7	Q86VP3
Q3V3R1	Q6UB35
Q3V3R4	P56199
Q3V3V9	Q6F5E8
Q3V3Z3	Q8IZF4
Q3ZK22	Q9HBM0
Q3ZN08	Q7Z4H9
Q3ZT31	Q9H3E2
Q400C8	Q86W34
Q402B2	Q6P2C0
Q45KJ6	Q6ZN17
Q45VK7	Q8NCM8
Q497H0	Q9H8U3
Q497I4	Q92764
Q497J1	Q8N661
Q497K5	A6NEK1
Q497K7	A6NEH6
Q497L8	Q86VW1
Q497M3	Q8WW27
Q497N6	Q96MC4
Q497N7	Q7Z4U5
Q497P3	A6NF83
Q497Q6	P0C875
Q497V5	Q8N5C6
Q497V6	Q8TBE0
Q499E0	Q76B58
Q499E4	Q8IYY4
Q499E5	Q9P2F5
Q499E6	Q9NX04
Q499M4	Q53EQ6
Q499X9	Q96GW9
Q49B93	Q1EHB4
Q4ACU6	Q9BYB0
Q4FJU9	Q8WWA1
Q4FZC9	Q6ZMZ3
Q4FZD7	Q496M5
Q4FZF2	Q5T0L3
Q4FZF3	Q9Y6V7
Q4FZG8	Q86WS3
Q4FZG9	Q9NRX3
Q4FZH1	Q15884
Q4G0F8	Q9NPG3
Q4G5Y1	Q9Y2U9
Q4JIM5	P42684
Q4JK59	Q6N021
Q4KKZ1	Q8N1D5
Q4KL13	Q4W4Y0
Q4KL14	Q5T215
Q4KL18	Q8WVE6
Q4KL25	Q8TAF8
Q4KL35	Q9H6Y5
Q4KL78	Q5JSQ8
Q4KML4	Q9P1F3
Q4KMM3	Q8N573
Q4KUS1	Q8IUA0
Q4KUS2	Q9UPW8
Q4KWH5	Q4KWH8
Q4LDD4	Q96P48
Q4LDG0	Q9Y2P5
Q4LFA9	Q9NS98
Q4PJX1	Q5SWX8
Q4PNJ2	Q5VXU1
Q4PZA2	P42892
Q4QQM4	O14683
Q4QRL3	A6NC98
Q4QY64	Q96QE3
Q4U2R1	O95714
Q4U4S6	A4UGR9
Q4V9Z5	Q6UXD5
Q4VA36	Q86UT8
Q4VA44	Q8N3J9
Q4VA45	C9JLR9
Q4VA53	Q9NTI5
Q4VA55	Q5H9M0
Q4VA61	Q8TD84
Q4VAA2	Q9UKY7
Q4VAA7	Q8WV41
Q4VAB4	Q3B7I2
Q4VAC9	A1L390
Q4VAE3	Q6PI78
Q4VAH7	A8MVW5
Q4VBD2	Q6NXT6
Q4VBD9	Q9H116
Q4VBE4	Q63HQ2
Q4VBE8	Q9BV38
Q4VBF2	Q96D70
Q4VC17	Q8TE60
Q4VC33	Q7L5Y9
Q4VGL6	Q5TC82
Q4VK74	Q8IZI9
Q4ZJM7	A6NHN0
Q4ZJM9	Q86Z23
Q4ZJN1	B2RNN3
Q501J2	Q9BQD7
Q501J6	Q92841
Q501J7	Q8IZ21
Q501P1	Q53RD9
Q504M8	Q9ULW5
Q504N0	P48052
Q504N2	Q8IZD6
Q504N7	Q16666
Q504P2	Q5QGZ9
Q505B7	Q8IWT0
Q505B8	Q6PIF2
Q505D1	O15084
Q505D7	Q9H6K4
Q505D9	Q6ZTA4
Q505F1	P13056
Q505F5	Q8N1G4
Q505G4	Q6ICC9
Q505G8	Q17R98
Q505H4	B2RUY7
Q505K2	Q05DH4
Q50H32	A8MXD5
Q50H33	Q6ZWB6
Q50L41	Q68DD2
Q50L42	Q3MJ16
Q50L43	Q86XP0
Q52KB6	Q4AC94
Q52KE7	Q9UK58
Q52KF3	Q08AE8
Q52KG4	Q96K62
Q52KG5	Q9ULI4
Q52KP5	Q6UWF7
Q52KR2	O94898
Q52KR3	Q8WUY3
Q562D6	Q9BU70
Q562E2	Q17RG1
Q566J8	Q96D53
Q569E4	Q9BUN1
Q569E7	Q5TEC3
Q569L8	Q9HC77
Q569N2	Q7Z713
Q569Z5	Q7L014
Q569Z6	Q9Y2W1
Q56A04	A4GXA9
Q56A06	Q8N394
Q56A07	O60939
Q56A08	Q92917
Q56A10	Q9ULD9
Q570Y9	Q8TB45
Q571B6	Q8TF30
Q571C7	A6H8Y1
Q571E4	P34059
Q571E5	Q2L4Q9
Q571F5	Q6PJ21
Q571F8	Q9UI32
Q571G4	Q6MZP7
Q571H0	O60287
Q571I4	Q86YV5
Q571I9	Q8IZ83
Q571J5	Q86Y25
Q571K4	Q8N5C8
Q58A65	O60271
Q58FA4	A0AVK6
Q58NB6	Q9BPW9
Q58Y75	Q8IZF5
Q59J78	Q8N183
Q5BJ29	Q9UJT9
Q5BKP2	Q92995
Q5BKQ4	P54315
Q5BKR2	Q86UD5
Q5BKS4	A8K979
Q5BL07	O43933
Q5BLK4	Q5VYS8
Q5BN45	Q5BN46
Q5BU09	Q56P03
Q5D1E7	Q5D1E8
Q5D525	A8MT33
Q5DID3	Q5DID0
Q5DQR4	Q9Y2K9
Q5DRQ8	Q6BAA4
Q5DTH5	Q6ZSZ6
Q5DTI6	A0AUZ9
Q5DTI8	A0FGR9
Q5DTJ9	Q86TC9
Q5DTK1	Q70JA7
Q5DTL9	Q6U841
Q5DTM8	Q5VTR2
Q5DTN8	Q5VZ66
Q5DTT1	Q5QGS0
Q5DTT2	A5PKW4
Q5DTT3	Q5VWN6
Q5DTT4	Q5HYW3
Q5DTT8	Q96PV4
Q5DTU0	Q8N4X5
Q5DTV4	Q9C0D7
Q5DTW2	Q5VUG0
Q5DTW7	Q9HCM1
Q5DTX6	Q9P266
Q5DTY9	Q68DU8
Q5DTZ0	Q9P2P1
Q5DTZ6	Q9ULK6
Q5DU00	Q9UHG0
Q5DU02	Q9UPT9
Q5DU05	Q9UPV0
Q5DU09	Q9Y2D9
Q5DU14	Q9Y6X6
Q5DU25	Q5JU85
Q5DU28	A6NKB5
Q5DU31	Q8WWN9
Q5DU37	Q68DK2
Q5DU41	Q6P9F7
Q5DU56	Q7RTR2
Q5DU57	Q96N96
Q5DW34	Q9H9B1
Q5EBG6	O14558
Q5EBG8	Q9BV19
Q5EBH1	Q8WWW0
Q5EBJ4	Q8TAM6
Q5EBP3	Q96C12
Q5EE38	Q96AP0
Q5EG47	Q13131
Q5F201	Q8N1V2
Q5F204	Q5I0G3
Q5F226	Q9NYQ8
Q5F259	Q86YJ7
Q5F267	Q8NBR0
Q5F285	Q8N2U0
Q5F289	Q8N4L4
Q5F293	Q9P1Z0
Q5F297	P0C7Q6
Q5F2C3	A0A087WXM9
Q5F2E7	Q7Z417
Q5F2E8	Q7L7X3
Q5F2F2	Q6UXT9
Q5F2L2	Q6P4F1
Q5FW52	Q5VWP3
Q5FW53	A2RUH7
Q5FW56	Q8WV15
Q5FW85	O94769
Q5FWC3	Q5J8X5
Q5FWH2	Q9H9P5
Q5FWH3	Q8TE85
Q5FWH6	O94989
Q5FWH7	Q504Y0
Q5FWI2	P47872
Q5FWI3	Q9UHN6
Q5FWK3	Q07960
Q5GAM7	Q5GAN3
Q5GAM8	Q5GAN4
Q5GAM9	Q8TAA1
Q5GFD5	Q96QI5
Q5GH62	Q5GH70
Q5GH64	Q5GH72
Q5GH66	Q6UX68
Q5GH67	Q5GH76
Q5GH68	Q6PP77
Q5GIG6	Q59H18
Q5H8A1	Q5H8A3
Q5H8B9	P0C091
Q5H8C4	Q96RL7
Q5HZG4	Q5VWG9
Q5HZG9	Q96MN9
Q5HZH2	Q9UJK0
Q5HZH7	A6NNN8
Q5HZI1	Q9ULD2
Q5HZI2	Q8TF44
Q5HZI9	Q9H1U9
Q5HZJ0	Q9NRR4
Q5HZJ5	P81408
Q5HZK1	Q9C0F1
Q5HZK2	Q9GZP1
Q5I012	Q9HBR0
Q5I043	Q96RU2
Q5I1X5	Q8WUF5
Q5IBH7	Q5MJ70
Q5IR70	Q8TC20
Q5IRJ6	Q6PML9
Q5IXF8	O95838
Q5JCS9	Q9Y2A9
Q5JCT0	O95395
Q5K2P8	Q5K4E3
Q5K6N0	C9JQI7
Q5KU39	P49754
Q5M6W3	Q8NHS4
Q5M8M2	A8MYP8
Q5M8M9	Q8N7C0
Q5M8N0	Q96F85
Q5M8N4	Q9NRG7
Q5M8Q2	
Q5M8S2	E5RG02
Q5M956	Q719H9
Q5M9N4	Q14442
Q5MJS3	Q8IXL6
Q5MPP0	Q7L5A8
Q5NBU5	Q8N4B4
Q5NBU8	Q6GPH4
Q5NBX1	O75128
Q5NC05	Q9UNY4
Q5NC32	Q8NCK7
Q5NC83	A4D263
Q5NCC3	Q8WV44
Q5NCC9	Q8NG06
Q5NCE8	Q9HD23
Q5NCF2	Q9Y5R8
Q5NCH9	O15303
Q5NCI0	Q8TCY9
Q5NCM1	Q9Y2C5
Q5NCP0	Q68DV7
Q5NCQ5	Q9BZG8
Q5NCR9	Q9H0G5
Q5NCS9	Q96C03
Q5NCX5	Q96JN8
Q5NCY0	O15054
Q5NCY3	Q6P9G0
Q5ND04	Q4G112
Q5ND28	Q14162
Q5ND34	Q562E7
Q5ND52	Q9HC36
Q5ND56	Q8TBR7
Q5PR68	Q8N8E3
Q5PR73	Q96HU8
Q5PRE5	Q86XN7
Q5PRF0	Q86XA9
Q5PSV9	Q14676
Q5PT53	Q0GE19
Q5PT54	Q5PT55
Q5QD04	Q96RI9
Q5QD05	Q969N4
Q5QD06	Q969N4
Q5QD07	Q969N4
Q5QD13	Q96RI8
Q5QD14	O14804
Q5QD17	Q9P1P5
Q5QNQ6	Q969R2
Q5QNQ9	Q8IZC6
Q5QNV8	A2RTY3
Q5QR91	Q8N4C9
Q5RI75	Q8IZ41
Q5RJ54	Q16670
Q5RJB0	Q7RTU4
Q5RJF7	Q7Z3S7
Q5RJG1	Q9BSC4
Q5RJG7	A4D126
Q5RJH2	Q6DN12
Q5RJH3	P55289
Q5RJH6	Q92540
Q5RJI2	Q8NCS7
Q5RJI4	Q504Y2
Q5RJI5	Q8TDC3
Q5RJY2	Q7L622
Q5RKR3	Q6UXK2
Q5RKS2	Q9BQ49
Q5RL51	Q8NEC7
Q5RL79	Q8N6L1
Q5S003	Q6Q759
Q5S006	Q5S007
Q5S248	Q9UL52
Q5SDA5	P51841
Q5SF07	Q9Y6M1
Q5SFM8	Q9P2N5
Q5SNZ0	Q3V6T2
Q5SP85	Q96PX6
